Ch,E,T_zero,T_zc,a0,a1,a2,a3,dTime,chi2
0,2090,64.6359,167.067,0.0112543,-0.00143206,-3.00635e-05,4.45805e-06,-63.5666,8.60408e-05
0,4535,50.3118,173.117,0.00114117,0.000112029,-0.000101182,5.06295e-06,-46.51,1.4923e-05
0,2720,58.6467,178.701,0.0113729,-0.00202341,6.34218e-05,1.22709e-06,-58.0156,4.98551e-05
0,4500,57.7872,190.842,0.00251933,-0.000670601,-2.11982e-06,1.77319e-06,-56.9791,9.50385e-06
0,288,-43.3587,117.235,-0.0290962,0.00659574,-0.000266933,1.3341e-05,45.2172,0.00400841
0,553,21.725,191.313,-0.134636,0.00755965,-0.00105571,3.74756e-05,-19.3755,0.000159183
0,4535,48.9576,177.913,-0.00795561,0.00292694,-0.000379034,1.35394e-05,-47.9313,2.55727e-05
0,1084,5.15088,174.834,-0.0713311,-0.00290695,0.00024412,-9.04397e-07,-1.37783,0.000200641
0,4523,56.8336,217.706,0.00532572,-0.00145358,5.88029e-05,1.25524e-07,-55.8268,1.33792e-05
0,3103,55.2655,200.502,0.0141489,-0.00359263,0.00015468,-7.18388e-07,-54.2342,3.49312e-05
0,524,39.7032,184.243,-0.0080536,0.0022782,-0.000298864,9.97025e-06,-36.8126,0.000661708
0,2689,48.4168,181.04,0.000960175,-0.000221736,-3.82914e-05,2.87327e-06,-46.7396,5.32366e-05
0,234,-0.510946,143.357,0.102864,-0.0200084,0.000957966,-8.57694e-06,0.702414,0.00325619
0,4281,42.0539,187.642,0.00220326,-0.00316488,0.000139202,-1.13221e-07,-39.1331,2.90159e-05
0,4496,45.8247,163.983,0.000163807,-0.00111988,-7.39007e-06,3.76336e-06,-41.9219,2.45362e-05
0,4290,41.7984,191.831,-0.00556966,-0.00276263,0.000133754,-1.60614e-07,-41.6279,3.40228e-05
0,4528,60.3058,195.588,0.0097622,-0.00172892,5.03942e-05,9.13466e-07,-59.5586,4.1626e-05
0,1299,28.6496,173.795,0.00669329,-0.000864513,7.62003e-05,3.65234e-07,-24.5662,0.000284139
0,2577,-63.4184,246.76,-0.00135286,-0.000239531,2.62387e-05,1.16264e-07,64.2901,5.12771e-05
0,4503,61.7824,171.975,0.00346513,-0.00051476,-5.93121e-05,4.10017e-06,-58.1825,4.43371e-05
0,1892,39.6022,185.34,0.00326678,-0.00263829,0.000151117,-9.15306e-07,-39.0422,6.70651e-05
0,3125,47.2781,170.921,0.0050555,-0.000427131,-7.44762e-05,4.70556e-06,-45.412,4.53662e-05
0,2799,61.2513,187.609,0.0152979,-0.00175333,4.19525e-05,1.18247e-06,-58.338,6.00295e-05
0,4521,41.6277,182.935,0.00479039,-0.00292658,0.000123698,2.84728e-07,-39.1504,2.22842e-05
0,2792,41.703,173.358,-0.00805994,-0.00106189,3.39023e-05,1.98725e-06,-40.2736,4.45194e-05
0,4520,49.6631,181.337,-0.00533956,0.00326326,-0.000444045,1.5204e-05,-48.7503,1.5709e-05
0,4465,52.6634,184.817,-0.010944,0.00486471,-0.000639791,2.08966e-05,-50.4581,2.63841e-05
0,4518,59.4204,175.049,-0.00253873,0.00248207,-0.000266094,8.83159e-06,-58.5577,1.89767e-05
0,1209,23.3482,163.057,0.00535223,-0.00158637,-9.63779e-06,4.84611e-06,-23.4675,0.000202839
0,4532,55.6035,178.889,-0.00616311,0.00240952,-0.000256914,8.3326e-06,-52.8496,5.60436e-05
0,1930,15.0246,174.11,0.016025,-0.00500307,0.00026325,-2.19909e-06,-13.1944,0.000106055
0,2248,43.7621,200.264,0.0202661,-0.00341015,0.000147381,-8.56214e-07,-42.0231,5.72423e-05
0,2338,56.6069,182.549,0.0111952,-0.00196139,5.4923e-05,1.31895e-06,-54.8981,6.13281e-05
0,2537,22.2138,188.345,0.00105816,-0.00171587,0.00011692,-6.85234e-07,-21.8383,6.80865e-05
0,3882,63.3138,186.646,-0.00337359,0.00311907,-0.000425789,1.36034e-05,-60.3707,3.16307e-05
0,820,-56.9506,160.057,-0.00722526,0.00237868,1.9049e-06,1.05021e-07,57.7205,0.000471297
0,2745,61.0334,175.683,0.0045031,0.00121606,-0.000205209,7.68811e-06,-59.931,8.72411e-05
0,1180,35.6759,225.192,-0.00416789,-0.000558678,3.80605e-05,1.95569e-07,-33.0781,0.000177504
0,1842,34.6517,179.123,0.00143656,-0.00380497,0.000211279,-1.29157e-06,-32.8424,0.000103349
0,3358,57.5763,195.003,0.00673407,-0.00292307,0.000126218,-1.85087e-07,-55.0147,3.59001e-05
0,2133,32.7514,191.166,0.0110664,-0.00292574,0.00013956,-6.27403e-07,-31.3023,7.47739e-05
0,4519,42.6166,168.819,0.00167176,-0.00125726,-2.65957e-05,4.49053e-06,-41.0702,2.03177e-05
0,3124,49.3792,178.394,-0.00962382,0.00172397,-0.000241991,9.13634e-06,-48.1394,3.17248e-05
0,2657,57.9993,172.153,0.00688015,-0.000856771,-7.43678e-05,5.37849e-06,-55.192,4.50351e-05
0,4541,45.4184,171.866,0.00445401,-0.00150046,1.81813e-05,2.66476e-06,-43.544,2.02593e-05
0,4479,53.648,184.51,-0.000867954,-0.00141826,6.56748e-05,7.65766e-07,-50.7755,2.66003e-05
0,712,40.0403,171.69,0.000394976,-0.00620028,0.000350503,-3.35766e-06,-39.2227,0.000545434
0,2211,38.0812,200.001,-0.002612,-0.00229843,0.00012924,-6.67746e-07,-35.8279,4.59358e-05
0,1356,17.847,183.484,0.00671432,-0.00258302,5.63111e-05,1.71933e-06,-15.4213,0.000170949
0,4544,55.3639,191.414,0.00426852,-0.00157485,6.67759e-05,5.23324e-07,-51.8492,1.3318e-05
0,4542,49.6442,170.46,-9.73773e-05,-0.000171619,-6.0194e-05,4.10021e-06,-46.7222,1.75377e-05
0,1958,48.6933,170.456,-0.00418223,0.000374479,-0.000101436,5.1952e-06,-46.0865,9.53997e-05
0,4539,42.3495,170.876,-0.00163883,0.00104187,-0.000135931,5.32868e-06,-40.7677,2.10672e-05
0,1741,37.0711,169.207,0.0171958,0.000547002,-6.27981e-05,2.81542e-06,-36.8184,0.000162856
0,4529,53.7232,173.843,0.00242177,0.000492166,-0.000167356,7.57945e-06,-53.2952,2.46262e-05
0,1238,49.5921,181.634,0.0135333,-0.00563967,0.000285474,-2.37915e-06,-46.6336,0.000200697
0,1512,29.9463,203.157,0.00721135,-0.00232397,0.000120203,-6.54387e-07,-28.257,0.000138709
0,1881,-39.2861,221.729,0.0128938,-0.0005035,3.70118e-05,7.87156e-09,42.3118,7.28101e-05
0,1931,34.5934,170.274,-0.00188668,-0.00135687,3.7559e-05,2.1418e-06,-32.4153,7.62217e-05
0,2501,-12.9518,257.75,-0.0103898,9.51166e-05,1.83278e-05,1.01452e-07,15.7008,4.53352e-05
0,2806,27.7109,185.234,0.00427916,-0.000877194,5.39934e-05,4.94707e-07,-25.155,4.35453e-05
0,542,-23.4742,192.158,-0.0304796,0.00172089,3.46265e-05,-2.03067e-07,24.6629,0.000954951
0,2167,44.4069,173.298,0.00330771,-0.00405263,0.000163489,6.62544e-07,-40.9291,0.000107893
0,266,-7.86145,106.976,-0.00625984,-0.00947986,0.00121122,-2.22467e-05,8.5034,0.00225992
0,452,6.59695,176.382,0.0180628,-0.00521982,0.000285625,-2.307e-06,-2.63501,0.00126017
0,4511,46.9634,167.517,0.00540481,-3.34917e-05,-9.2696e-05,5.13668e-06,-45.8487,1.9457e-05
0,2101,41.1416,175.53,-0.00413917,-0.00255855,0.000106852,9.63275e-07,-40.5865,6.1217e-05
0,3390,50.35,176.064,0.00269781,-0.00197464,5.79304e-05,1.79456e-06,-46.74,4.05117e-05
0,11307,-14.8936,179.649,0.00421256,-0.00118439,2.97427e-05,1.67591e-06,16.3292,9.1351e-06
0,3173,54.0937,186.021,0.00417657,-0.00107692,5.50591e-05,7.57833e-07,-53.8498,4.32527e-05
0,1055,36.419,171.972,-0.00327668,-0.00311298,8.01872e-05,2.79371e-06,-33.7038,0.000288693
0,3425,47.1984,171.138,0.00784878,-0.00193977,3.90629e-05,2.41627e-06,-47.0587,2.70269e-05
0,1346,72.8735,234.256,0.00804059,-0.000132981,9.02668e-06,4.36643e-07,-72.0123,0.00012429
0,1593,45.598,172.043,-0.0345111,0.00438978,-0.000321307,1.05491e-05,-43.5675,0.000141772
0,392,30.0212,148.815,0.0404858,-0.00616299,0.000359596,-3.47271e-06,-26.5747,0.00246985
0,4300,45.2276,179.796,-0.0204619,0.0030087,-0.000445337,1.69242e-05,-44.9228,1.6265e-05
0,2640,32.5369,174.079,-0.00143217,-0.0019715,0.000136724,-3.04633e-07,-29.0768,5.15677e-05
0,1212,-24.209,194.981,-0.0120299,0.00173155,-1.22785e-05,6.71621e-07,24.6053,0.000144258
0,2950,58.9034,190.872,0.00718301,-0.00180858,8.91246e-05,1.11607e-07,-58.6667,5.74854e-05
0,1671,52.4777,262.596,-0.000225269,0.000762158,-4.2196e-06,2.30584e-07,-50.269,0.000141816
0,1547,43.6914,184.702,-0.0108812,0.000474936,-0.000245124,1.05123e-05,-39.6588,9.33672e-05
0,4533,43.9052,167.559,0.00564991,-0.000315585,-6.76175e-05,4.42642e-06,-42.192,1.56293e-05
0,1564,85.5212,217.327,0.0133872,-0.00142429,-1.43252e-06,1.41512e-06,-82.5362,0.000124829
0,2797,54.2013,173.452,0.018988,-0.00394941,0.00015978,1.73562e-07,-52.4645,6.08358e-05
0,2831,56.8374,186.781,-0.00952884,0.00506116,-0.000572282,1.72076e-05,-55.102,4.43968e-05
0,4522,48.4022,180.443,-0.00663703,0.00351603,-0.000448768,1.52394e-05,-47.7197,1.42768e-05
0,4550,56.2017,179.845,0.00484341,-0.00105839,1.87016e-05,2.06069e-06,-53.3561,3.9869e-05
0,3213,60.5903,201.632,0.0136301,-0.00178172,6.79664e-05,3.09247e-07,-60.0846,4.04691e-05
0,680,-41.4955,81.4429,-0.00065765,0.0105935,-0.000400884,5.9638e-06,41.9905,0.000892208
0,4526,59.5665,173.037,0.00614319,-0.00270286,8.86637e-05,1.65316e-06,-59.4506,5.98383e-05
0,4553,48.3888,208.588,0.0123918,-0.00218505,8.86538e-05,-1.20976e-07,-46.2211,2.94047e-05
0,4533,63.4241,174.603,0.00609996,-0.0019048,3.65101e-05,2.36123e-06,-62.8343,3.58448e-05
0,4247,43.5018,179.526,0.00164614,-0.00315984,0.000115878,9.45543e-07,-40.1124,2.95871e-05
0,3654,48.5902,215.632,0.00737072,-0.00159247,7.35649e-05,-7.4803e-08,-45.1694,2.43248e-05
0,4497,39.6765,174.08,-0.00416476,0.00195149,-0.000261,9.9007e-06,-39.0071,1.57577e-05
0,1838,-38.8303,262.709,0.0167548,-0.000767414,2.43632e-05,1.15955e-07,41.2628,8.23819e-05
0,4535,46.1553,172.099,0.00222994,0.000435262,-0.000129444,5.90001e-06,-43.4535,3.1323e-05
0,1610,49.5093,180.822,0.0110158,0.000722047,-0.000312555,1.26246e-05,-46.6506,0.000103368
0,1462,55.8516,184.176,-0.00755785,0.000345646,-3.00577e-05,2.15455e-06,-54.8648,0.000184476
0,1686,53.0269,183.938,0.0083763,-0.0031116,0.000121169,4.19489e-07,-52.9143,0.000126564
0,4469,71.992,260.377,-0.00139925,-0.00166211,6.5685e-05,-2.36635e-07,-71.4957,1.4535e-05
0,4530,50.629,172.441,0.00357397,0.000394521,-0.000111196,4.86173e-06,-47.9595,1.67074e-05
0,4529,58.4772,186.737,0.00790472,-0.00145291,3.09972e-05,1.44987e-06,-55.5006,2.06179e-05
0,4509,55.4053,318.052,0.00175485,-6.6928e-05,6.04019e-06,1.2154e-07,-51.4394,1.73687e-05
0,929,30.1498,208.402,0.00842623,-0.00339271,0.000143789,-5.76449e-07,-29.4718,0.000240851
0,3475,48.0069,173.199,0.00583735,-0.00211026,5.89407e-05,1.91936e-06,-45.8665,1.92135e-05
0,4517,17.7482,185.536,0.01095,-0.00144804,2.9087e-05,1.62488e-06,-15.2061,2.44513e-05
0,4512,48.2659,185.721,-0.000400522,-0.0014358,6.03997e-05,9.17809e-07,-46.2231,2.93291e-05
0,1263,42.1125,181.481,0.00808311,-0.00267628,0.000162101,-1.0437e-06,-41.3018,0.000136376
0,2247,55.5713,177.104,0.00721466,-0.00289502,0.00010777,9.22336e-07,-53.0523,6.17858e-05
0,1748,52.6704,178.808,-0.0139633,0.00382448,-0.000436977,1.48978e-05,-52.1443,7.09072e-05
0,4514,54.7616,186.883,0.00847684,-0.00272763,0.000111794,2.13688e-07,-51.9333,1.43642e-05
0,2390,46.4525,181.458,0.00685537,0.00126207,-0.000335807,1.2901e-05,-43.189,3.15176e-05
0,2770,53.6364,183.693,0.00064684,0.00229442,-0.000390323,1.3613e-05,-52.1423,5.56983e-05
0,4518,47.2736,177.132,-0.00848708,0.00158184,-0.000234754,9.15058e-06,-43.7896,2.73498e-05
0,2766,40.0863,174.399,0.00137196,-0.00138006,4.0392e-05,1.95978e-06,-38.3502,8.49677e-05
0,4542,45.75,173.205,-0.00663324,0.00159726,-0.000185345,6.95795e-06,-45.404,2.02136e-05
0,3043,42.3898,169.969,-0.00770937,-0.00209153,8.81816e-05,1.65165e-06,-40.1422,3.45941e-05
0,4520,50.6699,171.834,-0.00133175,-0.000547459,-5.4014e-05,4.27872e-06,-47.0657,2.20083e-05
0,595,24.711,150.278,0.0110081,-0.00605339,0.000413547,-4.13487e-06,-22.0143,0.000697816
0,2381,34.7348,214.629,-0.00293311,-0.00169912,0.000101954,-6.05957e-07,-33.9969,6.85208e-05
0,4540,52.0648,178.193,0.00407366,-0.00052235,-1.25822e-05,2.46945e-06,-49.8889,2.76422e-05
0,4539,48.3436,182.109,0.00390288,-0.000697801,-5.84359e-06,2.15073e-06,-44.397,1.57685e-05
