Ch,E,T_zero,T_zc,a0,a1,a2,a3,dTime,chi2
0,980,52.5883,229.442,0.0319278,-0.00118134,3.63807e-05,2.04408e-07,-51.7661,0.000357034
0,1254,58.4528,187.234,0.0346183,-0.00280025,7.12312e-05,7.77302e-07,-55.8543,0.000183049
0,4535,50.7767,219.784,0.00969558,-0.00201941,7.62789e-05,-1.44814e-09,-47.3439,1.64507e-05
0,2181,62.2892,179.033,-0.00955123,0.00141085,-0.000176954,6.50158e-06,-59.1343,8.88208e-05
0,1544,41.4761,246.524,0.0220629,-0.00262461,8.28672e-05,-3.6066e-07,-38.3373,0.000103617
0,2783,15.5777,229.589,-0.00469832,-0.000527286,3.68721e-05,1.50875e-07,-15.2236,3.40039e-05
0,561,-62.0097,174.386,0.0359016,-0.0074641,0.000353238,-3.09046e-06,63.5286,0.00141784
0,4243,60.8171,183.75,0.000942269,0.00365813,-0.000443583,1.37773e-05,-60.2385,3.22737e-05
0,4534,51.2634,181.923,-0.0060819,0.00510217,-0.000656603,2.17531e-05,-49.4514,1.67083e-05
0,4549,45.8811,174.2,0.00242402,-0.000817824,-9.42351e-06,2.88055e-06,-42.9257,1.75149e-05
0,760,52.5353,203.818,0.00680682,-0.00366741,0.000125656,1.45596e-07,-49.0702,0.000466294
0,1488,42.6116,166.936,-0.0116133,0.000359011,-5.92461e-05,4.06816e-06,-39.5861,0.000116365
0,4530,46.6184,180.102,0.00162679,-0.00112421,2.89742e-05,1.7017e-06,-43.5524,2.17188e-05
0,4487,59.1554,178.361,0.00611202,-0.00126385,-1.62735e-06,2.75142e-06,-55.7825,2.79719e-05
0,727,10.6233,178.008,0.0352138,-0.00061126,-0.00018451,7.86615e-06,-7.49851,0.000563167
0,2283,-35.5114,234.716,0.00603771,-0.00116245,4.98649e-05,1.37123e-09,37.3952,6.29418e-05
0,4526,50.2593,172.583,0.000271883,4.99732e-05,-0.000158745,8.41718e-06,-49.5301,3.4851e-05
0,4529,57.9639,187.58,0.00583453,-0.00138645,3.97099e-05,1.24039e-06,-54.8757,2.55123e-05
0,4523,60.8322,193.192,0.0126338,-0.00286696,0.000126817,-3.00058e-07,-57.9486,3.51784e-05
0,2162,53.2322,178.326,0.00105938,0.00171065,-0.000248226,8.80021e-06,-52.4308,4.81835e-05
0,4511,45.1899,167.673,0.000436808,-0.000526759,-4.53716e-05,4.09861e-06,-43.8869,1.67973e-05
0,2115,56.0854,199.66,0.0181169,-0.000946554,-1.42589e-05,1.91972e-06,-52.6723,6.16406e-05
0,4840,49.6047,179.203,0.00719337,-0.00201772,5.09751e-05,1.72627e-06,-46.6459,3.65799e-05
0,960,67.7573,180.031,-0.0174281,0.00316093,-0.000199707,5.47855e-06,-65.2451,0.000372812
0,777,9.64169,204.071,-0.0350786,0.00147928,3.63582e-05,-1.44499e-07,-7.29068,0.000576163
0,2027,17.4818,162.712,-0.0128169,-0.00395914,0.000202112,3.52402e-07,-15.7566,8.31661e-05
0,4544,63.2939,184.606,0.00143588,9.59749e-05,-5.59193e-05,2.95053e-06,-60.107,2.19295e-05
0,3014,65.9082,174.221,0.00279201,-0.00112672,-4.14025e-05,4.28147e-06,-63.382,7.34484e-05
0,1169,-79.5617,173.135,-0.0256857,0.000759014,3.84586e-05,6.16067e-07,82.2223,0.000316793
0,4535,51.7676,175.532,0.00589301,-0.00142516,8.38026e-06,2.61647e-06,-48.7489,1.57999e-05
0,4523,44.4168,171.21,-0.00196843,0.000905659,-0.000154584,6.66894e-06,-40.9129,1.03105e-05
0,1749,50.4338,186.322,0.0159813,-0.0019867,8.48018e-05,3.55208e-07,-48.7183,0.000156199
0,4515,48.0252,174.198,-0.00750111,0.00314441,-0.000295889,9.48059e-06,-47.4505,1.40368e-05
0,2779,46.4745,180.155,-0.0111254,0.00453189,-0.000531889,1.76845e-05,-44.7929,5.18662e-05
0,4536,47.1308,183.777,0.0134586,-0.00221639,7.05763e-05,1.00476e-06,-46.3018,3.57875e-05
0,4520,46.3842,216.608,0.00405488,-0.00149917,6.79662e-05,-3.59889e-09,-44.0009,1.94014e-05
0,4532,49.5522,171.412,-0.00320244,0.000483288,-0.000111962,5.34803e-06,-47.0491,2.16841e-05
0,1413,35.8264,238.332,0.0158039,-0.00160896,6.19907e-05,-1.17219e-07,-33.6528,0.000167579
0,2830,26.7922,222.841,-0.0103372,-0.000833661,6.54592e-05,-2.17597e-07,-23.8614,3.658e-05
0,895,-72.6227,156.511,-0.0229696,0.00310202,-2.49889e-05,7.7568e-07,76.4082,0.000452754
0,1479,48.1908,173.806,-0.0132628,0.00436748,-0.000390319,1.23619e-05,-46.6984,0.000141846
0,2643,52.3944,180.807,-0.000990749,0.0025343,-0.00046585,1.73205e-05,-50.9175,5.40276e-05
0,4543,57.8652,186.583,-0.0029384,-0.000765711,8.62963e-07,2.04155e-06,-57.4449,1.68996e-05
0,1316,36.0159,170.171,0.00743674,-0.00528095,0.000258955,-1.16093e-06,-34.8237,0.000121694
0,484,38.6397,171.879,0.0309076,-0.0147309,0.000716098,-7.23733e-06,-36.6134,0.00103576
0,4545,55.9917,183.723,-0.00617658,0.0033718,-0.000412722,1.32409e-05,-54.4866,2.19211e-05
0,2075,-51.908,167.169,-0.00511457,0.00174999,-0.000122606,4.3201e-06,53.1751,7.13922e-05
0,4514,52.7078,186.073,-0.00020929,-0.0019881,8.45477e-05,6.45405e-07,-51.042,2.73738e-05
0,2143,54.7052,205.701,0.00116576,-0.00192523,7.92582e-05,2.60221e-07,-51.1006,5.60428e-05
0,792,-7.55864,164.031,0.0276269,-0.0063659,0.00032974,-3.1209e-06,9.70318,0.000487608
0,350,-63.9828,84.8099,-0.028671,-7.70377e-05,0.00112056,-2.87218e-05,63.9761,0.00280782
0,2524,55.0743,175.612,-0.00642575,0.000290661,-5.83194e-05,3.4772e-06,-52.3651,3.2992e-05
0,4546,63.9429,181.479,0.00984922,-0.0018882,5.85213e-05,1.29197e-06,-61.6951,3.82974e-05
0,4547,54.5931,188.138,0.0141619,-0.00168078,4.88577e-05,1.0617e-06,-52.5647,3.17998e-05
0,4527,31.6382,233.871,0.00361057,-0.00125787,5.53816e-05,-7.46062e-08,-27.8646,1.66994e-05
0,4527,43.735,175.173,-0.00425657,-0.00102251,4.66417e-05,1.46346e-06,-42.2622,2.99215e-05
0,1507,41.8397,178.66,-0.0165198,0.000131795,6.49848e-06,1.97208e-06,-39.3125,0.000146507
0,1670,59.3014,190.606,0.00852765,-0.00218996,0.000109421,-2.2129e-07,-56.4253,0.00012409
0,4527,51.3113,201.882,0.00113619,-0.00152061,7.74345e-05,4.20245e-08,-51.0247,1.3967e-05
0,1623,64.4267,211.518,-0.011182,0.000957354,-2.36691e-05,1.07607e-06,-60.4318,0.000159155
0,4544,48.8603,170.503,0.00716227,-0.000390487,-6.28956e-05,4.12322e-06,-48.0772,2.39669e-05
0,4528,47.3907,181.141,-0.00013291,-0.00153092,6.15621e-05,1.06589e-06,-45.5055,1.9999e-05
0,4556,48.2126,175.636,0.00925775,-0.00163059,4.91679e-05,1.48295e-06,-48.0258,2.9708e-05
0,2473,52.4602,184.19,0.000964842,-0.00105842,3.6943e-06,2.20368e-06,-50.2434,4.99471e-05
0,524,57.4408,150.643,-0.0295352,-0.000227786,9.36336e-05,1.48084e-06,-55.3303,0.00109559
0,2586,31.175,191.627,0.0131209,-0.00421985,0.000203806,-1.47209e-06,-28.9308,5.35356e-05
0,2289,62.0793,275.872,-3.01115e-05,-0.00121474,4.63679e-05,-1.04244e-07,-60.0795,7.73085e-05
0,2705,55.5407,191.005,0.0107785,-0.00286267,0.000130413,-2.91997e-07,-51.8734,2.12632e-05
0,2903,46.9942,188.319,0.0117044,-0.00348521,0.000163331,-7.64981e-07,-45.9685,5.98177e-05
0,2850,51.3906,220.73,0.0121994,-0.0028115,0.000117274,-6.05459e-07,-49.9896,3.44293e-05
0,4498,56.0278,175.563,-0.000871361,0.000208443,-0.000111239,5.30024e-06,-53.8868,2.92132e-05
0,1794,48.0426,208.595,0.00254947,-0.00217739,0.000108811,-3.85183e-07,-46.2606,0.000111631
0,1185,53.921,190.737,0.0306469,-0.0038757,0.000113261,4.51411e-07,-50.8968,0.000172088
0,2922,56.9772,176.702,-0.00308094,0.00217593,-0.000343655,1.31308e-05,-53.7353,4.77252e-05
0,4513,46.3436,169.159,-0.00420834,0.000115799,-5.58575e-05,3.90985e-06,-43.3113,1.72689e-05
0,2643,45.7955,175.902,-0.00670058,0.00117039,-0.000101415,3.85147e-06,-44.2682,5.17899e-05
0,2087,44.1904,166.834,-0.0165565,-0.00262448,0.00012195,1.35787e-06,-40.7806,9.26497e-05
0,2943,55.3289,167.748,0.00909189,-0.000664334,-6.0921e-05,4.52547e-06,-52.3686,4.72747e-05
0,913,47.7064,200.567,0.00686801,-0.00250754,0.00010434,-3.0349e-09,-44.8982,0.000360503
0,2493,33.8792,187.655,0.00974208,-0.00438996,0.000199559,-9.33681e-07,-30.6163,4.93396e-05
0,1035,43.6923,174.414,0.0183038,-0.00475242,0.000208974,-6.60297e-07,-41.0817,0.000517798
0,4526,49.8725,170.488,0.0032227,-0.00110246,-1.69685e-05,3.53548e-06,-47.3588,3.03055e-05
0,4535,49.2773,179.566,-0.00839385,0.00331751,-0.000372304,1.22506e-05,-45.8913,2.9889e-05
0,4532,54.3345,187.359,0.00650894,-0.00174802,5.67633e-05,1.00869e-06,-53.4272,2.73484e-05
0,1534,74.9489,244.21,0.025537,-0.00354465,0.000108298,-4.23066e-07,-72.2064,0.000128495
0,4513,39.6994,234.789,0.00481907,-0.000992463,4.79597e-05,5.15864e-09,-36.7285,1.8919e-05
0,3593,48.2956,180.502,0.00949043,-0.00245796,7.63672e-05,1.34651e-06,-47.0119,4.2665e-05
0,4507,47.9276,177.684,0.00141526,-0.00125372,3.35354e-05,1.7563e-06,-46.6409,3.75587e-05
0,4528,44.5695,178.332,0.0137937,-0.00313284,0.000115536,6.53381e-07,-44.451,3.60117e-05
0,4447,41.5133,173.062,-0.00118958,0.000236139,-7.38723e-05,4.03689e-06,-37.9195,2.53492e-05
0,4529,45.33,169.018,0.00344009,-0.0023152,6.22694e-05,2.28878e-06,-44.5968,1.93069e-05
0,2758,66.3695,188.753,-0.0013139,-0.00298838,0.000148338,-4.76252e-07,-65.1212,6.80639e-05
0,1270,68.0824,190.676,0.00112547,0.00348719,-0.000428725,1.24502e-05,-64.1249,0.000323943
0,4523,61.4662,173.01,-0.000583385,-0.000789836,-2.20461e-05,3.43956e-06,-58.1426,5.1791e-05
0,4545,53.6824,187.713,0.000427533,-0.0011063,5.59488e-05,7.07812e-07,-49.7712,3.13536e-05
0,1185,-62.9373,178.236,0.00412205,0.00297352,-9.51719e-05,1.87979e-06,66.7045,0.000300611
0,2247,54.9621,172.174,0.000956465,0.000168383,-6.47936e-05,3.71122e-06,-51.2637,6.38915e-05
0,1920,68.8931,195.267,-0.00729213,0.000623063,-2.74573e-05,1.68308e-06,-67.7384,8.98964e-05
0,3021,60.7608,174.481,-0.000186504,0.00196083,-0.000178385,5.515e-06,-58.9154,5.78672e-05
0,4525,53.1418,180.547,0.00625527,-0.000583258,-8.67917e-06,2.21423e-06,-51.508,2.2064e-05
0,3490,49.7395,178.525,-0.000676987,-0.00105313,2.05357e-05,2.08538e-06,-48.5083,2.68137e-05
0,1325,23.6529,188.94,0.00342624,-0.00147029,9.73619e-05,-1.39145e-07,-23.1666,0.000174383
0,4548,49.3846,175.805,0.00253488,0.000660853,-0.000175529,7.40319e-06,-46.3785,1.25442e-05
0,2697,43.1408,176.018,-0.00753028,-0.000181371,-1.25614e-05,2.54437e-06,-42.3234,4.53114e-05
0,4469,48.3104,178.839,-0.0108271,0.00521843,-0.000625598,2.12191e-05,-47.45,3.61375e-05
0,4533,48.8352,178.972,-0.00639415,0.00261015,-0.00031837,1.0916e-05,-47.3352,1.85907e-05
0,4509,42.8553,178.811,-0.00842095,0.00429845,-0.000502282,1.68291e-05,-42.8243,1.74674e-05
0,4539,58.3833,201.293,0.00764712,-0.00211452,8.44588e-05,1.89357e-07,-55.1847,3.03543e-05
0,4478,45.685,169.538,0.00251512,-0.000720013,-5.02834e-05,4.39165e-06,-42.2493,1.81001e-05
0,4530,44.7598,175.371,0.00443992,-0.0012408,1.97389e-06,2.72323e-06,-42.3714,1.11458e-05
0,4500,56.3496,177.157,-0.000784379,0.000558679,-0.000164105,7.09386e-06,-54.0728,3.43998e-05
0,2430,49.0944,185.513,0.0242015,-0.00217473,6.53831e-05,7.90004e-07,-47.922,7.80122e-05
0,1255,46.4915,186.209,0.0166164,-0.00232673,-0.000184884,1.05805e-05,-42.6868,0.000112394
0,4557,44.7962,187.761,0.00124008,-0.00224749,0.000114938,-4.30203e-08,-42.0263,2.59636e-05
0,4528,49.5052,179.247,0.000111134,0.00220304,-0.000348368,1.26375e-05,-48.3202,1.9767e-05
0,1281,46.7033,173.945,0.00694495,9.67646e-05,-0.000188077,9.14032e-06,-44.9066,0.000176743
0,4530,51.4995,173.802,-0.00288507,0.000254788,-7.79817e-05,4.16219e-06,-47.6646,2.84778e-05
0,1040,57.4212,198.612,0.00191141,-0.00153784,6.86843e-05,3.37809e-07,-56.282,0.000332481
0,4529,48.1771,182.577,0.00263725,-0.00135502,5.36264e-05,1.08151e-06,-45.6474,3.21154e-05
0,4539,48.639,170.707,-9.45624e-06,-0.000209228,-5.62205e-05,3.8708e-06,-46.1116,2.97026e-05
0,4551,46.1534,174.148,-0.00313662,-2.48355e-05,-3.80168e-05,3.14018e-06,-45.5006,1.83163e-05
0,1034,47.6737,176.575,0.00268422,-0.005195,0.000249026,-1.04221e-06,-46.2719,0.000233577
0,3327,47.8825,207.522,0.00938384,-0.00155394,6.84119e-05,1.72572e-08,-44.1968,3.01529e-05
0,1714,62.1952,202.346,-0.00812795,-0.000600092,3.15931e-05,7.60698e-07,-60.8943,0.000117344
0,2975,17.6324,285.108,-0.00124205,0.000375525,-1.73821e-05,4.93705e-07,-13.8688,3.43157e-05
0,1696,48.3002,179.106,-0.0135549,0.005337,-0.000578261,1.88398e-05,-47.8095,6.15414e-05
0,2722,59.5603,182.801,-0.00280307,0.00272345,-0.000327177,1.0417e-05,-56.3023,4.11319e-05
0,2296,14.3872,233.001,0.00982107,-0.0008514,3.95511e-05,1.23048e-07,-11.8463,7.54848e-05
0,1015,41.8217,173.736,-0.0340342,0.00190227,-0.000239182,1.11417e-05,-38.0155,0.000235219
0,4525,47.2415,175.711,-0.00352211,-0.00060752,4.0187e-06,2.30034e-06,-47.1363,2.85254e-05
0,4514,56.2227,180.824,0.0115333,-0.00043502,-4.48355e-05,2.9554e-06,-56.0429,3.15936e-05
0,4529,41.0814,173.059,-0.000121498,-0.000459969,-1.46234e-05,2.83854e-06,-39.2113,1.48039e-05
0,4526,48.4604,185.369,0.00173191,-0.000951144,2.26094e-05,1.58075e-06,-47.334,2.30088e-05
0,4519,52.5295,173.028,-0.00399392,0.00137622,-0.000156931,5.7321e-06,-48.6965,2.65552e-05
0,4507,40.7472,193.092,0.00454327,-0.00252946,0.000118064,-1.7102e-07,-37.3994,2.42531e-05
0,677,64.666,177.008,0.0307814,-0.00536291,0.000253428,-2.11607e-06,-63.2946,0.000558089
0,4522,-76.4419,173.439,-0.00512961,-0.000987291,2.14105e-05,2.30669e-06,77.1327,2.49919e-05
0,1669,52.6121,185.333,-0.002374,-0.00310996,0.000179232,-1.16901e-06,-48.8242,0.000114095
0,1379,44.0957,179.731,-0.0146261,0.00275139,-0.0003296,1.15807e-05,-40.2861,0.000160657
0,4539,-14.0799,175.776,-0.00550503,0.00113014,-0.000227913,9.68802e-06,17.263,2.22148e-05
0,2993,46.9132,181.255,0.00986223,0.00218896,-0.000320091,1.04716e-05,-43.5989,3.69981e-05
0,2792,37.3964,224.114,-0.00352849,-0.000266868,3.66042e-05,3.93328e-08,-35.3495,5.9482e-05
0,4533,53.8675,185.987,0.00865201,-0.000878695,6.06392e-06,1.70594e-06,-50.154,2.37447e-05
0,4547,60.3108,249.724,0.00833139,-0.000796023,2.11823e-05,3.12792e-07,-58.4084,1.45443e-05
0,2512,50.2216,179.322,0.00701792,-0.000904378,-2.60396e-05,3.01473e-06,-47.2377,7.08839e-05
0,2046,8.37766,181.852,0.000506339,-0.00101861,3.25196e-05,1.38935e-06,-5.23118,8.7144e-05
0,4540,41.5762,170.524,-0.000515959,5.02393e-05,-7.29447e-05,4.32463e-06,-37.8407,1.60912e-05
0,617,-0.577144,156.045,0.0326949,-0.00994173,0.000547846,-5.72537e-06,1.65992,0.00072106
0,4485,55.7272,180.938,-0.00838529,0.00337967,-0.000375894,1.21029e-05,-52.0967,1.85953e-05
0,2135,49.3403,216.562,-0.00790141,-0.00133354,8.13139e-05,-3.05815e-07,-46.4651,6.49923e-05
0,4544,57.4717,177.215,0.00468154,5.6234e-06,-0.000132082,6.19688e-06,-53.954,4.86476e-05
0,4520,51.494,188.604,0.00695108,-0.00208639,8.73257e-05,4.58493e-07,-50.8795,2.23046e-05
0,4542,48.1825,169.101,-0.00084755,0.000296393,-0.000106235,5.51527e-06,-46.3144,1.51555e-05
0,3505,51.2122,165.546,0.000384565,-0.000655761,-5.1934e-05,5.05213e-06,-49.9708,4.12896e-05
0,4520,52.4783,187.246,-6.93734e-05,-0.000278063,-1.49416e-05,2.05258e-06,-49.7263,2.03263e-05
0,2060,49.0284,166.746,-0.0036253,-0.000333133,-6.39692e-05,5.16598e-06,-48.0219,4.33984e-05
0,3263,45.0813,189.591,0.00136419,-0.00188842,8.33126e-05,4.81736e-07,-42.0131,4.89521e-05
0,1582,37.634,199.312,0.0182264,-0.00365484,0.000154767,-8.46455e-07,-36.8509,0.000127643
0,1631,45.7979,173.493,0.000871984,0.000640266,-0.00017201,7.6764e-06,-43.25,0.000127594
0,2099,33.5633,164.837,0.00460922,0.00132855,-0.000181616,7.39287e-06,-33.1776,6.75614e-05
0,1945,49.1899,180.077,0.00315474,-0.000249715,-2.96275e-06,2.01017e-06,-48.6673,8.9551e-05
0,1915,31.8313,177.021,0.007273,-0.00427513,0.000157402,7.76973e-07,-29.5717,9.3747e-05
0,4512,37.6029,167.294,0.00606196,-0.000741251,-4.75087e-05,4.3718e-06,-36.7593,2.82895e-05
0,2828,40.2536,198.556,0.00107492,-0.00139623,5.67616e-05,4.8342e-07,-38.5154,2.69585e-05
0,1567,29.0846,225.468,0.0261801,-0.00372847,0.000130255,-5.88122e-07,-26.7048,0.000191454
0,420,-3.3074,165.67,-0.0269269,-0.00138466,9.15606e-05,2.84093e-06,6.12841,0.00172571
0,3051,51.5999,199.801,0.00926189,-0.00202256,9.29696e-05,-9.01816e-08,-50.7579,4.89393e-05
0,2714,37.2374,178.463,-0.0125162,0.00128788,-0.000372364,1.63956e-05,-35.5568,5.8394e-05
0,1642,28.3495,179.694,-0.00225565,-0.00126295,2.47273e-05,2.19893e-06,-26.9695,0.000112276
0,2904,47.0022,193.457,0.0141263,-0.00282899,0.000116138,-8.82616e-08,-43.5845,6.29637e-05
0,1757,32.7454,231.509,-0.00692394,0.000236065,1.2409e-05,3.24663e-07,-28.9754,0.000107484
0,1458,12.3207,167.387,-0.00925434,0.00191839,-0.000176566,6.5965e-06,-11.9922,0.000124138
0,4455,42.2605,177.496,0.000109329,-0.00137718,4.24497e-05,1.70114e-06,-40.7415,1.88203e-05
0,1506,-15.9531,184.232,-0.0018457,0.00416241,-0.00043315,1.2596e-05,16.5375,0.000113013
0,4508,42.3076,198.616,0.0090183,-0.00214108,9.09469e-05,5.92562e-08,-40.8208,2.19093e-05
0,2299,63.1099,220.01,0.0188255,-0.0026501,0.000103048,-4.18611e-07,-63.1161,5.08901e-05
0,4514,12.2663,229.716,-0.00853168,-1.23914e-05,3.27149e-05,3.51992e-08,-11.5665,1.64211e-05
0,2665,47.8784,180.287,-0.00288569,0.000627979,-6.86747e-05,3.16978e-06,-47.8779,3.66404e-05
0,3974,-10.0101,185.076,0.00306537,-0.00180857,8.5126e-05,4.84381e-07,10.4495,2.99009e-05
0,1757,34.7749,249.534,-0.00716194,0.000415262,6.14773e-06,2.41664e-07,-34.4069,0.000128779
0,4524,58.9289,188.821,0.00957107,-0.00160589,5.04403e-05,9.68192e-07,-57.0893,1.66251e-05
0,4520,53.3901,187.792,0.00132915,-0.00135848,5.62143e-05,8.67788e-07,-49.5629,2.68344e-05
0,2030,24.4824,211.711,0.00794712,-0.000679554,4.18055e-05,2.32102e-07,-24.3075,6.41613e-05
0,2619,45.4845,173.35,-0.00623047,-0.000865239,-3.89986e-06,2.93824e-06,-43.2378,6.23238e-05
0,3231,48.4708,184.031,0.000867702,-0.00161473,4.76254e-05,1.48111e-06,-44.9008,3.3793e-05
0,1461,18.0854,167.926,-0.0127111,-0.000556358,0.000101751,-3.41271e-07,-14.8201,8.76597e-05
0,4545,54.4139,192.155,0.0064131,-0.00166767,5.54569e-05,8.90217e-07,-51.9902,1.77215e-05
0,4537,76.2565,244.397,0.00482774,-0.00124693,3.56808e-05,2.61225e-07,-74.4295,2.3296e-05
0,1305,-20.6936,250.056,-0.000613364,-0.000385468,3.53212e-05,-1.54898e-08,23.5561,0.000165925
0,4529,47.7345,172.265,-0.00180282,3.0464e-05,-5.48541e-05,3.69742e-06,-46.3321,2.44166e-05
0,2843,61.155,195.645,0.00466678,-0.00276473,0.000137189,-5.30738e-07,-60.7641,5.91764e-05
0,2658,40.5285,173.207,0.00789007,-0.00270812,8.65071e-05,1.54383e-06,-36.8484,4.55895e-05
0,4521,55.4891,181.451,0.00132829,0.0014073,-0.000265049,9.71974e-06,-52.3154,3.65683e-05
0,3100,61.6172,175.852,0.00424198,-0.00171569,4.4031e-05,1.90077e-06,-58.6196,6.55411e-05
0,1233,40.2615,173.218,0.00451102,-0.00103979,-0.000132007,8.88874e-06,-37.2,0.000232058
0,1873,60.1741,223.338,-0.00120149,-0.00133809,6.61645e-05,-5.62562e-08,-56.2419,0.000103454
0,714,86.9437,154.888,-0.00820104,0.00290527,-0.000196612,6.50307e-06,-84.3556,0.000823534
0,856,64.5225,183.108,0.0246159,-0.000422389,-0.00028305,1.20334e-05,-61.5865,0.000488113
0,947,47.9998,196.949,0.000236764,-0.00279284,0.000151872,-8.40483e-07,-46.6068,0.000377309
0,2770,-19.5095,234.156,-0.00838478,-0.000300266,3.58897e-05,5.27493e-08,20.165,5.07373e-05
0,2388,46.3827,176.363,0.00176357,-0.001339,2.54359e-05,2.201e-06,-43.5962,7.80856e-05
0,4421,50.0107,182.119,0.00174398,-0.000539392,-1.20613e-05,2.35473e-06,-46.5488,1.25446e-05
0,4520,48.6832,187.451,0.00526822,-0.00249101,0.000120156,-1.3464e-07,-46.5368,3.47203e-05
0,1357,51.9679,179.723,0.0165399,-0.00292573,5.041e-05,2.35785e-06,-47.9455,0.000110394
0,4553,48.5008,167.663,0.00603112,-0.000548563,-5.62207e-05,4.26814e-06,-46.9876,2.21833e-05
0,2169,35.4498,194.488,0.0154213,-0.00272315,0.000136688,-7.05318e-07,-32.1413,9.2291e-05
0,4510,60.3818,183.396,-0.00264836,0.00296314,-0.000388049,1.26634e-05,-57.5854,2.35402e-05
0,886,24.1961,149.483,-0.0270614,-0.000705963,0.000101374,2.16305e-06,-23.2399,0.000299582
0,758,61.4689,188.491,-0.0659847,0.0101771,-0.000828674,2.27648e-05,-58.0751,0.000489737
0,945,12.4401,164.626,-0.00184182,-0.0042745,0.000214906,2.08702e-07,-8.86037,0.000225807
0,1519,84.8286,215.091,-0.000762699,-0.00191436,9.01413e-05,-2.85619e-07,-81.7464,0.000137378
0,1047,74.977,247.269,-0.00652704,0.00150286,-2.22726e-05,4.7722e-07,-73.3115,0.000239489
0,4544,45.1555,216.922,0.00839171,-0.00162961,6.35715e-05,8.45547e-08,-43.6215,2.46548e-05
0,4543,49.0237,188.051,-0.00538128,0.00509117,-0.000542129,1.54936e-05,-45.5152,4.48507e-05
0,2507,54.2198,193.802,0.00792123,-0.0038408,0.000185404,-1.13979e-06,-50.1971,5.82856e-05
0,4477,42.2123,167.411,0.00227519,-0.00222137,7.04167e-05,2.22063e-06,-42.2071,2.62265e-05
0,4522,58.6657,184.611,-0.00391844,0.00464428,-0.000658287,2.17442e-05,-58.2243,2.48807e-05
0,4545,53.6677,180.607,0.00877227,-0.000995968,-1.65093e-05,2.89706e-06,-50.3183,4.68468e-05
0,3003,92.422,249.372,0.00161802,-0.000785409,1.0369e-05,5.74833e-07,-92.0528,4.2959e-05
0,1834,49.8872,182.93,0.00674695,-0.00166786,5.90902e-05,1.21698e-06,-47.7449,0.000114389
0,459,56.3224,156.578,0.0602734,-0.0143522,0.00073555,-6.94942e-06,-54.6163,0.00136438
0,4533,53.657,176.415,0.0103751,-0.00187307,3.81999e-05,1.93683e-06,-51.4165,1.82608e-05
0,4547,51.8803,169.55,0.000945171,0.000236846,-0.00010604,5.43567e-06,-49.4848,2.4666e-05
0,1068,42.0941,175.638,0.00385299,-0.00366402,0.000161645,2.1667e-07,-38.2872,0.0002605
0,4530,53.2816,175.99,-0.00265677,0.0024744,-0.000252643,8.06958e-06,-49.7852,2.24654e-05
0,4531,55.8492,169.036,-0.00308636,-0.00018771,-7.62257e-05,5.16513e-06,-55.4984,3.04216e-05
0,4540,44.9361,198.417,0.00242876,-0.000866518,3.22446e-05,8.73677e-07,-43.2376,2.10023e-05
0,2767,-18.873,240.939,-0.0129892,0.00122292,-9.93516e-06,3.45163e-07,18.9765,4.54749e-05
0,1626,-2.37669,230.063,0.0124566,-0.00147616,6.75938e-05,-3.1806e-07,6.03209,9.92355e-05
0,1110,31.0395,157.854,0.0331871,-0.00696515,0.000370103,-3.33569e-06,-30.1515,0.000231858
0,2904,6.56379,221.171,0.0128637,-0.00159113,7.15752e-05,-2.24755e-07,-5.84727,4.05014e-05
0,4538,55.4249,247.639,0.00597312,-0.000355575,2.24508e-05,1.42083e-07,-53.3429,1.40847e-05
0,891,97.2444,256.261,0.0341095,-0.00497177,0.000134906,-4.75429e-07,-93.2604,0.000331521
0,4521,40.4512,165.411,0.000954309,-0.00117636,-1.22398e-05,3.94479e-06,-40.3232,2.0692e-05
0,3521,52.778,189.57,0.00453815,-0.00124181,4.88824e-05,9.18216e-07,-52.5084,4.71571e-05
0,4525,48.9463,180.339,-0.00348373,0.00396069,-0.000597509,2.12561e-05,-45.0085,3.07214e-05
0,4519,56.0524,175.26,-0.00527835,-9.60084e-05,-3.62283e-05,3.08828e-06,-55.8215,1.7832e-05
0,3292,63.0669,175.101,-0.00217456,0.00172372,-0.000185614,6.20032e-06,-60.0241,7.00246e-05
0,4515,49.4019,190.407,0.00845222,-0.00245886,0.000110897,-4.86872e-08,-45.9288,2.58061e-05
0,1100,54.6996,184.197,-0.0163747,0.000537618,-0.00018902,8.30906e-06,-54.34,0.000274878
0,4429,-55.8654,171.749,-0.00151051,-0.00120983,1.07122e-05,3.01374e-06,58.7105,3.96078e-05
0,4518,56.9304,182.273,-0.00158472,0.00192404,-0.000279719,9.58455e-06,-53.5803,2.99003e-05
0,1444,46.2584,170.516,0.00105645,-0.00326942,0.000149064,5.08073e-07,-42.5404,0.000136766
0,3412,56.0373,182.774,0.00579773,-0.00268279,0.000110916,4.53915e-07,-55.1279,2.53805e-05
0,4516,43.353,191.824,0.0101887,-0.00230012,9.64281e-05,1.19355e-07,-41.2736,2.79249e-05
0,361,24.4164,158.826,-0.00799288,-0.0021481,7.04844e-05,4.24728e-06,-23.4091,0.00260901
0,792,56.7368,190.265,0.0640101,-0.00205274,1.80227e-05,1.22808e-06,-54.7298,0.000581994
0,2385,45.1268,217.701,0.00952957,-0.00241053,0.000101764,-4.18039e-07,-41.4625,8.72124e-05
