Ch,E,dT,T_0.1,T_0.2,T_0.3,T_0.4,T_0.5,T_0.6,T_0.7,T_0.8,I_0.1,I_0.2,I_0.3,I_0.4,I_0.5,I_0.6,I_0.7,I_0.8,
0,2058,-10.5765,39.0539,55.5833,67.4461,77.1286,85.3317,92.2103,98.6849,106.239,0.957952,3.22907,6.11565,9.47992,12.9946,16.7673,20.5672,26.5242,
0,1300,-8.54615,28.0584,36.5867,44.5451,52.2027,59.3658,65.4284,72.1279,79.3975,0.484493,1.56973,3.50002,6.23892,9.27131,12.4861,16.957,22.1409,
0,4543,-13.7042,24.3026,31.2032,37.1138,42.5402,47.8281,53.2822,59.2657,67.0334,0.376249,1.31478,2.73595,4.4007,6.54687,9.73132,13.5765,19.5499,
0,4528,-19.2671,30.3033,39.9393,48.5239,57.1046,64.6102,70.9254,76.8215,83.8767,0.589189,1.80708,3.92582,6.97916,10.0237,13.1841,16.9463,22.1038,
0,4507,-23.0104,32.2042,45.3037,56.4026,65.7783,73.5684,80.4448,86.6748,93.5756,0.669356,2.52448,5.16957,8.20356,11.6618,15.3843,19.1747,24.341,
0,4514,-23.6139,25.7106,32.7625,39.3042,45.344,51.4364,57.7129,64.1169,73.1932,0.462243,1.36721,2.99722,5.01401,7.62868,10.8216,15.2833,22.0373,
0,4534,-23.0804,24.8841,31.8653,39.5032,49.2928,60.8476,73.2821,85.364,96.1448,0.302701,1.19319,3.10617,6.53146,11.4152,18.4597,26.1575,34.328,
0,280,89.2391,27.787,34.1256,45.7279,58.6355,64.0815,70.9355,76.4281,84.1376,-0.31198,0.68471,3.43834,7.67287,10.1819,13.4625,17.3865,23.3491,
0,2616,-14.7481,22.4072,28.7019,34.0671,38.4972,42.201,45.9965,50.3429,56.7065,0.124437,0.922465,2.3081,3.58316,5.29213,6.85635,9.99409,14.4786,
0,4313,-8.84728,24.987,32.8719,39.2833,44.7638,49.8648,55.0095,60.6785,67.5757,0.293622,1.30711,2.9162,4.55957,6.66547,9.86676,13.0544,18.2319,
0,584,-17.096,20.6105,25.2748,29.1551,32.6235,36.1502,40.4811,45.3613,52.1267,0.10626,0.738069,1.63358,2.60803,4.3044,6.47326,9.62138,14.8927,
0,1870,-28.4118,21.6567,26.6914,31.6662,36.5228,41.9331,48.6793,57.3655,69.2707,0.21457,0.835279,1.96964,3.58263,5.74818,9.49004,15.2693,24.1802,
0,3113,-25.968,35.9815,50.7788,62.7452,72.7459,79.5835,85.4831,91.5576,99.199,0.821956,2.90545,5.80798,9.10935,12.1081,15.2907,19.1012,25.0586,
0,4516,-12.932,47.9607,64.9863,77.2236,85.9042,92.9993,99.8399,106.039,113.145,1.26689,3.6285,6.7086,9.38633,12.3839,16.0676,20.5123,25.7397,
0,4523,-13.7571,32.3892,43.6314,53.5874,61.9934,69.4217,76.1662,83.507,92.8185,0.654059,2.18943,4.54699,7.22203,10.6737,14.4407,18.9343,25.5841,
0,4526,-13.8585,28.692,37.788,45.5084,51.8037,57.0286,61.7901,67.223,74.7621,0.573281,1.76308,3.62395,5.58361,8.15813,10.2751,14.0997,19.307,
0,2554,-10.7855,27.3657,35.8053,42.5661,48.5856,53.5809,58.1759,63.3581,70.1828,0.383316,1.45912,3.06985,5.05823,7.16341,9.82376,13.0231,18.2461,
0,1079,-18.0124,20.3977,25.4571,29.3905,32.8465,36.3416,39.9859,44.6204,51.141,0.287499,0.896096,1.76685,2.72171,4.38264,5.95534,9.12972,14.2523,
0,4526,-20.6265,29.3914,38.8487,46.5624,53.5267,60.1823,66.4963,72.4973,79.3529,0.52595,1.7421,3.59609,5.93426,8.99113,12.2047,16.0139,21.1956,
0,2619,-20.2698,37.1135,50.6286,62.1684,72.0243,80.8681,88.1352,94.9237,102.075,0.921769,2.79007,5.68118,9.08318,12.5853,16.8711,20.6714,26.5892,
0,3667,-21.0557,25.3768,32.8567,39.3056,46.1055,53.4505,60.6399,67.6724,76.3435,0.499056,1.41739,3.04804,5.44215,8.52004,12.2608,16.7105,23.3996,
0,4541,-15.2176,43.8319,59.9243,71.8389,79.7364,85.8119,91.0152,96.3006,103.222,1.10831,3.33119,6.16374,8.79333,11.3392,14.5193,17.7212,22.9581,
0,2535,-8.90408,22.4441,28.4263,32.8197,36.7224,40.3929,44.1709,48.8232,55.844,0.336404,1.08158,1.9596,3.20472,4.88336,7.02169,9.55123,14.7516,
0,1541,-14.7778,24.3668,30.925,37.1957,42.3631,47.454,53.8306,62.2718,76.6049,0.138514,0.921645,2.5541,4.17508,6.34565,9.58456,15.3862,25.8501,
0,4520,-23.8324,24.7569,31.8824,38.9571,46.1141,53.5668,61.4836,71.3259,86.3539,0.265297,1.1687,2.78292,5.48199,8.55908,12.8658,19.3081,30.522,
0,2835,-20.5751,37.1284,53.7427,65.1538,74.8562,82.3956,88.8166,95.132,103.619,0.843738,3.12843,5.98351,9.03166,12.4895,15.6697,20.1336,26.1009,
0,4524,-17.1698,26.865,35.7138,43.8019,52.1197,59.7838,67.3894,75.3041,85.7411,0.413024,1.60472,3.48445,6.50517,9.56957,13.8517,18.9763,26.4173,
0,739,-23.2858,23.5708,30.2395,34.8845,39.3909,45.4202,55.0057,67.8765,78.1289,0.297599,1.26179,2.13401,3.77023,6.42247,11.9222,19.7031,27.9432,
0,2349,-17.5446,37.0587,51.5042,63.4434,73.326,80.2994,85.9191,91.386,98.5924,0.881046,2.95204,5.79672,9.17474,12.1983,14.836,18.6126,23.8155,
0,4528,-20.2438,27.6697,36.0312,42.8671,49.6779,57.0093,66.5399,77.4477,88.8315,0.50329,1.73257,3.13842,5.46201,8.98,13.8833,20.9555,29.0854,
0,2041,-21.2581,30.8999,40.5258,48.3148,55.1808,61.8094,69.1235,76.3053,84.2758,0.627089,1.98318,3.85391,6.2206,8.85087,13.143,17.6172,23.5881,
0,4514,-27.9775,32.194,42.1483,49.4902,56.3649,64.8628,75.3279,87.7652,102.075,0.776112,2.15402,3.79064,6.15806,9.69427,15.6434,23.3623,34.5557,
0,2313,33.8642,40.5409,55.2014,66.0324,74.6344,82.104,88.3034,93.8356,100.409,1.02304,3.17215,5.80135,8.5197,11.9846,15.2024,18.3564,23.5474,
0,4512,-19.0516,23.549,29.9108,34.9091,39.8277,45.4622,52.6777,62.3762,75.0079,0.354019,1.08193,2.18286,3.7976,6.40382,10.1793,16.6099,26.3369,
0,3096,-17.3222,25.9384,33.5846,39.8587,45.3335,50.4789,55.8684,62.0435,69.9584,0.436971,1.46253,2.84416,4.79829,6.96471,9.62046,14.0769,19.2804,
0,4538,-23.6306,40.6902,57.5193,69.3914,78.7417,86.359,94.0964,103.005,112.696,0.990158,3.37027,6.24724,9.26814,12.7251,17.0797,22.8846,29.5442,
0,4509,-17.6409,29.2023,38.5776,46.4682,52.8882,59.0811,66.074,75.0599,85.188,0.556086,1.78645,3.66339,5.63861,8.67984,12.5028,18.3212,25.7801,
0,4410,-5.59091,38.7563,56.0006,69.2171,78.9255,86.5331,93.4028,100.204,108.022,0.808289,3.41777,6.55742,9.57473,13.0227,16.7675,21.2399,27.2039,
0,5698,-14.9594,39.4819,55.3589,67.3146,76.2863,83.1458,88.7691,94.2551,101.218,0.92999,3.19056,6.05124,9.09398,12.14,14.7837,18.5882,23.8125,
0,4515,-18.2783,28.2051,38.0276,46.7123,55.9709,66.3027,75.68,84.1751,93.2046,0.488499,1.89601,3.80396,6.83294,11.6817,16.5165,22.2628,28.9652,
0,2060,-15.3038,28.3473,37.9591,45.9656,53.2091,59.9352,65.6722,71.294,77.7716,0.523995,1.7876,3.60875,6.29331,8.889,12.0365,15.8467,20.2676,
0,4524,-17.9067,25.6395,33.4508,39.6333,44.8024,49.655,54.7858,60.8791,68.1781,0.386769,1.44662,2.82432,4.43145,6.55921,9.20518,12.9851,18.8982,
0,2995,-30.1578,34.3527,46.3203,57.478,66.8201,73.8778,79.2376,84.3205,90.8981,0.821603,2.53452,5.18998,8.20575,11.1663,14.3189,17.5091,21.9613,
0,409,32.3979,27.2278,33.8282,58.1267,69.1568,76.7802,81.2247,86.9904,97.6142,0.0621138,0.851234,6.95966,10.5535,13.5618,16.2621,19.4178,27.435,
0,2454,-9.04135,27.6065,36.0906,43.587,49.9752,55.6379,61.3093,67.1397,74.4314,0.408341,1.6437,3.28013,5.24217,7.80431,10.9888,14.8157,20.0474,
0,4547,-19.6297,31.6654,42.1775,50.4039,57.0532,62.401,67.2559,72.3745,79.3301,0.710031,2.23188,4.12491,6.47224,8.63254,11.282,14.4867,19.6959,
0,4521,-23.0264,21.3861,26.0206,29.7921,33.4836,37.5796,42.6556,49.85,59.8001,0.244745,0.873522,1.53097,2.82146,4.53978,7.20779,11.6948,19.0864,
0,4523,-19.2609,31.8397,42.8707,51.7806,59.1557,65.2142,70.5246,75.8389,82.5747,0.663281,2.1319,4.22556,6.90174,9.50869,12.1615,15.3115,20.4854,
0,4519,-20.9577,29.0194,38.4164,46.1412,53.0758,59.4225,65.2893,71.3097,78.726,0.601596,1.8431,3.75183,6.11951,8.73883,11.9357,15.7742,20.9574,
0,961,-6.01515,37.4406,53.186,61.0541,67.6209,74.8048,80.0251,85.3828,92.3583,0.945153,3.42495,5.23763,7.28953,10.2821,13.4419,16.6622,21.8709,
0,446,-93.8873,44.8432,55.0795,63.7075,79.2624,85.6699,93.1578,98.5403,102.761,1.16897,2.60013,4.4516,9.91862,12.5902,16.8261,19.9217,22.7538,
0,3189,-1.31139,35.784,51.6789,63.0509,71.668,78.4855,84.1008,89.4672,96.9223,0.728666,2.95816,5.83412,8.50651,11.5264,14.7109,17.8997,23.0949,
0,4534,-20.3824,32.2489,44.1209,54.824,64.9368,73.0651,79.6281,85.703,92.7421,0.692836,2.3924,4.80703,8.14906,12.0612,15.2652,19.0492,24.2159,
0,4529,-23.3651,26.036,33.5081,39.6181,45.1859,50.6995,56.5072,63.0351,71.5998,0.5622,1.5006,2.88,4.88013,7.04318,10.2431,14.7314,20.7043,
0,2581,-13.4053,43.7245,61.3505,75.213,86.4049,94.5746,101.035,106.894,114.25,1.05239,3.55782,6.92793,10.6684,14.1477,17.885,21.0449,26.9857,
0,2529,-13.5851,23.0731,29.3877,34.3783,39.4987,45.2394,51.9364,61.4721,73.2098,0.338607,1.13513,2.27323,3.94555,6.57051,9.80405,16.2139,25.1908,
0,4498,-16.7215,39.8338,55.62,66.6537,74.9516,82.0609,88.3881,94.2281,101.054,0.936322,3.17564,5.75776,8.41384,11.8802,15.1011,18.9118,24.1484,
0,4545,-16.0346,29.5016,39.3884,48.5645,57.3416,64.84,71.4055,77.6161,84.9115,0.575237,1.95336,4.09802,7.14352,10.1681,13.8917,17.6896,22.8606,
0,4417,-20.9577,23.3045,29.6186,35.7509,43.2408,52.2657,63.3294,75.8864,91.5103,0.235475,1.04016,2.42803,5.15853,9.14775,15.1478,22.8666,34.8296,
0,4539,-23.6826,32.0868,45.9912,57.635,67.803,76.7925,83.8047,90.2772,97.6062,0.771687,2.6148,5.46615,8.82474,12.7329,16.4409,20.8599,26.0615,
0,4512,2.731,53.4389,70.6161,81.986,90.5961,97.353,102.981,108.68,115.647,1.44553,3.81409,6.39652,9.38668,12.4035,15.0309,18.8022,23.9751,
0,4498,-32.9897,23.4385,29.2151,35.1756,42.0947,50.8844,60.635,72.191,87.0115,0.307441,1.11247,2.55433,4.96796,8.50246,13.8707,21.6193,32.8612,
0,280,22.6443,47.7658,61.5257,76.3101,82.947,82.0084,98.0286,102.353,108.007,0.704404,2.42511,5.94934,8.07034,8.07034,15.714,18.2361,22.78,
0,4544,-16.1123,26.7009,34.7677,41.2741,47.8235,55.9488,64.8151,73.7629,82.1988,0.450904,1.48653,3.1193,5.13671,8.63332,13.4265,19.1359,25.7872,
0,2730,-26.6198,25.5621,32.4917,38.2496,43.5243,48.489,54.1695,62.6258,74.0719,0.546359,1.45035,2.8492,4.50115,6.64611,9.88493,15.0638,24.0115,
0,1637,-46.7473,44.0775,57.1624,66.1689,75.9607,82.4786,87.6086,93.3013,100.455,1.3088,3.16954,5.29503,8.37523,11.3224,13.9631,17.78,22.976,
0,4378,-17.9245,27.3602,35.9976,42.8947,49.3511,57.3238,66.9989,75.99,83.7679,0.477693,1.55092,3.12661,5.46942,9.01475,13.8709,19.5436,25.3958,
0,4535,-24.8782,36.2179,50.5886,62.525,71.9236,80.0234,87.0115,93.2236,100.412,0.827897,2.79545,5.67168,8.67272,12.601,16.3754,20.2063,25.4155,
0,3457,-10.3744,28.0284,37.0288,44.8189,51.8452,58.374,64.9746,71.3205,78.4414,0.520409,1.8009,3.44615,5.7589,8.776,11.9718,16.4106,21.5881,
0,4531,-16.3207,29.777,40.7946,48.8988,55.8068,62.1353,68.8785,75.9729,83.834,0.53625,2.03727,3.89197,6.17774,9.22108,12.4452,16.859,22.7408,
0,4535,-12.5677,32.2723,45.821,57.161,66.8284,74.8906,81.8726,88.3353,95.6603,0.662165,2.49095,5.36798,8.39712,11.8534,15.5538,19.9737,25.1715,
0,3936,5.81533,25.3321,32.861,39.5029,44.6192,49.0072,53.7605,59.4658,66.9316,0.36739,1.28712,2.90723,4.50958,6.66601,8.81593,12.6284,17.797,
0,4516,-12.676,25.924,33.7749,39.6926,44.9641,50.4343,56.7747,64.0676,72.6206,0.42257,1.4474,2.79445,4.40377,6.98661,10.2072,15.3179,21.2612,
0,4534,-14.6112,36.6701,53.3148,65.4059,75.4914,84.2204,92.3685,99.8955,108.014,0.85008,3.22189,6.12551,9.49141,13.4555,17.7596,22.2018,28.8771,
0,3926,-22.4703,27.0569,35.2204,42.5194,49.6827,57.9081,67.6646,78.3143,88.612,0.520876,1.63961,3.2884,5.63974,9.13576,14.5195,21.5871,28.9778,
0,3175,-16.7134,30.8178,42.5609,52.8628,61.5923,68.7125,74.7017,80.3954,87.4444,0.577592,2.26112,4.63081,7.64873,10.655,13.8042,17.5974,22.8223,
0,4450,-18.1487,31.9869,43.1995,52.59,61.0042,68.4321,74.8534,80.4785,87.1037,0.578155,2.23317,4.38111,7.44237,10.5137,13.6815,17.4496,22.6602,
0,4530,-23.1908,33.8099,45.7744,56.7537,66.2758,74.3317,81.5574,88.1824,95.4269,0.77244,2.42803,5.03485,8.40652,11.9076,15.6509,20.1011,25.3075,
0,2689,-9.47078,25.4279,33.3763,39.643,44.8247,49.3524,53.5994,58.4128,64.9011,0.400177,1.4755,2.85272,4.46139,6.56841,8.67907,11.8434,16.2922,
0,4532,-15.3508,32.896,45.0319,54.2773,61.2214,67.3999,73.5037,81.038,91.7785,0.616197,2.42007,4.5544,6.91441,9.52267,12.7321,17.8935,25.3741,
0,4460,-23.1286,20.3955,24.6354,28.1122,31.3459,34.6122,38.1871,42.8315,50.0029,0.0749027,0.528801,1.40532,2.38749,3.64435,5.7718,8.33051,14.2955,
0,4491,-13.2858,29.1064,39.2064,48.5797,56.49,63.9416,71.4445,79.6983,89.711,0.575217,1.98189,4.12959,6.81804,9.84942,14.1306,19.2525,26.6487,
0,3141,-14.9973,39.3278,57.893,70.3076,79.8877,88.1704,96.6968,104.663,112.401,0.989633,3.53167,6.5967,9.61848,13.5595,17.8607,22.9347,28.8239,
0,3327,-21.8061,23.3563,29.1604,34.2073,39.7674,46.6253,54.9682,67.0007,80.9106,0.432622,1.21085,2.39563,4.06967,7.12942,11.4303,19.8146,29.5195,
0,1716,-14.2907,28.8423,40.2273,52.411,61.5994,71.1127,78.1575,84.418,91.7773,0.400931,2.07929,4.98997,8.03829,12.4519,16.1981,20.023,25.2208,
0,4551,-20.2163,41.3895,56.5224,68.1606,77.2814,84.4723,90.3117,95.8865,102.573,1.06091,3.17437,6.07406,9.10926,12.1515,15.3434,18.5011,23.6613,
0,1482,-9.93052,23.1892,30.3459,35.1238,39.0218,43.1062,47.8062,54.8919,64.2333,0.434796,1.36835,2.50619,3.8232,5.58184,7.74583,12.2095,19.5837,
0,4549,-20.562,31.4073,42.6539,51.6334,59.076,65.4949,71.3617,77.2738,84.2589,0.655041,2.19318,4.29653,6.98597,9.59229,12.7856,16.6099,21.8223,
0,4482,-14.3368,32.2502,43.54,52.3714,60.0148,66.6239,72.2404,77.8466,84.7538,0.635882,2.16315,4.28784,7.00921,9.60843,12.7981,15.9677,21.1174,
0,2962,-10.3312,26.3787,35.0888,41.6267,47.6549,52.9956,58.3829,65.143,74.1404,0.427634,1.66515,3.08226,5.03493,7.14843,10.3329,14.8447,21.5658,
0,2676,-24.9161,44.5936,61.0534,72.6522,81.3409,87.4861,92.8967,98.2037,104.528,1.13161,3.50142,6.17235,9.15004,11.7403,14.3781,18.1503,22.6195,
0,4513,-25.7657,20.2052,24.1958,27.5158,30.6936,33.9942,37.7395,42.5724,49.7644,0.209545,0.691558,1.35127,2.29564,3.52473,5.60581,8.7788,13.9755,
0,4541,-21.944,28.5293,37.8413,45.8298,53.8588,62.8627,72.3791,82.6575,93.0621,0.521534,1.72281,3.59153,6.25041,10.194,15.5615,21.9709,30.1195,
0,2213,-15.2958,29.9342,41.6388,52.5676,61.9411,71.2568,77.8893,83.7107,91.1802,0.360523,2.05187,4.62991,7.67278,12.0217,15.187,18.9639,24.8993,
0,1755,3.28467,39.6183,54.1294,63.9578,72.2861,79.1475,85.0943,90.9763,97.9754,0.794471,2.88245,4.97592,8.01488,11.0379,14.2875,17.4281,22.6145,
0,3216,-14.1323,29.5597,39.7291,47.9025,54.2856,59.8554,65.111,70.2451,76.7948,0.571784,1.92452,3.78425,6.09573,8.22878,11.4184,14.6116,19.0697,
0,4546,-18.7101,26.8254,35.6086,43.5453,50.4034,57.1094,63.0646,69.0366,76.7538,0.411955,1.63913,3.50764,5.85256,8.90912,12.1411,15.9952,21.2136,
0,4490,-12.1445,26.9796,34.8521,41.8813,48.1997,54.2138,60.5444,66.9874,74.0508,0.399786,1.43009,3.03486,5.35159,7.99447,11.208,14.9978,20.911,
0,3046,-14.7389,26.0901,33.3065,39.6653,45.6903,51.5826,57.603,65.7273,75.7931,0.467346,1.42316,2.81555,4.78774,7.37153,10.5732,15.7034,23.0863,
0,4543,-19.0181,32.1383,43.2716,52.8339,61.3254,68.4301,74.3622,79.9505,86.6868,0.737907,2.25558,4.41405,7.42503,10.465,13.6605,16.8011,21.9615,
0,4532,-25.8299,23.4973,29.5091,35.8483,43.6641,53.3019,64.769,77.318,92.0006,0.225404,1.0077,2.4154,5.11447,9.52385,15.5028,23.8709,35.1062,
0,1913,-20.1976,21.035,26.2308,30.4001,34.0725,37.5356,41.1946,45.73,52.5004,0.106765,0.768502,1.6656,2.94867,4.24751,6.35293,8.90744,14.1058,
0,4471,-20.8286,24.2366,30.8637,36.6807,42.2698,48.0919,55.4215,65.022,78.1135,0.291772,1.07311,2.44125,4.4234,7.06949,10.8863,17.3427,27.0723,
0,2611,-22.1503,35.6022,46.8446,55.7362,63.3091,69.7019,75.3304,80.8612,87.7016,0.821098,2.28725,4.39655,7.0706,9.66567,12.8458,16.0015,21.169,
0,4493,-17.5803,28.0028,36.5252,43.9424,50.8206,57.9752,65.2643,72.7571,81.7376,0.472591,1.57723,3.20486,5.50662,8.52963,12.8012,17.2829,23.9233,
0,2309,-10.3408,32.5308,44.4828,54.8656,62.6829,69.4203,75.1598,80.8414,88.6939,0.664683,2.34071,4.67906,7.33656,10.3529,13.5565,16.7388,22.6503,
0,543,-49.826,50.3284,62.6238,74.7647,85.6096,93.6509,100.061,106.505,113.356,0.737106,2.33993,5.25889,8.93489,12.3465,16.1274,19.9569,25.1892,
0,1097,-27.5866,22.8067,29.5988,35.2594,40.166,46.4433,58.1044,74.4073,86.4227,0.107004,1.03938,2.38797,4.10361,6.75479,13.3733,23.6721,32.6696,
0,1964,-35.1564,35.7788,49.0259,59.0314,68.3932,77.2342,86.0024,94.2858,101.979,0.859264,2.86106,5.28137,8.34369,12.337,17.201,22.2921,27.472,
0,767,26.8986,38.5418,62.3242,74.4704,84.79,91.3942,96.6045,100.866,106.023,1.18288,4.46477,7.37167,10.7089,13.7426,16.3206,18.8467,23.255,
0,4534,-24.2873,22.792,28.8394,34.5548,41.4032,50.108,59.7408,71.7975,87.7172,0.230983,0.974384,2.35605,4.74909,8.7314,13.6194,21.3141,33.2216,
0,2887,-15.2455,36.3237,50.7384,60.867,69.2193,76.5837,83.6382,89.9489,97.3525,0.86717,2.80446,5.17182,8.17057,11.239,14.9659,18.7354,24.667,
0,4538,-20.2801,20.6121,25.4296,29.5205,33.2265,36.9063,40.8466,45.7027,53.0363,0.208228,0.828613,1.70542,2.99902,4.26999,6.34722,9.5011,15.4808,
0,2936,-20.4567,36.1193,48.9287,59.104,66.9663,73.083,78.1988,83.0812,89.5124,0.856584,2.50038,5.12538,7.44841,10.4616,13.1221,16.3111,20.8043,
0,4480,-18.8585,35.7351,48.5162,59.0811,68.7295,76.5394,83.3323,91.0014,100.704,0.771448,2.57179,5.22418,8.25427,11.7345,15.4651,20.6272,27.3378,
0,4528,-18.668,22.0701,27.3376,31.7329,35.687,39.3514,43.2739,48.1315,55.3499,0.305333,0.960183,1.85583,3.10554,4.79428,6.92879,10.1558,15.3975,
0,805,69.0276,26.5167,33.1975,39.1846,43.5776,47.8975,52.8194,58.9611,69.4297,0.695354,1.62088,3.02543,4.32962,5.99921,8.64372,12.4577,20.6878,
0,2553,-4.46713,38.1959,52.9108,65.5932,75.5977,83.8319,90.4009,96.448,102.977,0.950618,2.93263,6.05431,9.40004,12.8826,16.594,20.3881,24.8116,
0,4437,-12.6567,28.4504,37.5112,45.4392,52.997,60.2469,66.8023,72.9728,79.8286,0.432708,1.64516,3.53314,5.87497,9.34531,12.5415,16.3006,21.4275,
0,1461,-1.58141,27.4998,39.4679,48.9012,59.7887,66.6669,71.9289,77.2479,83.8552,0.300593,2.02614,4.10086,7.87937,10.8189,13.4453,17.2326,21.6789,
0,4528,-23.3601,31.5168,42.4076,51.3074,59.7229,67.4558,74.0595,80.2221,87.3797,0.623608,2.14231,4.28276,6.98189,10.4528,14.2043,18.0503,23.2454,
0,2916,-11.9881,41.603,57.855,69.7893,78.303,85.1855,90.7482,96.453,103.415,0.933022,3.16202,5.97045,8.99605,12.0374,14.6818,18.4879,23.673,
0,2069,-26.3248,27.7124,36.5913,43.2162,48.5717,53.4794,58.9407,65.1053,72.7885,0.355488,1.5898,3.2045,4.84842,7.00333,9.62306,14.1014,19.3074,
0,4449,-15.223,24.6529,31.4258,36.8191,41.5938,46.5493,52.1755,58.8276,66.2357,0.362707,1.26903,2.3986,4.01687,6.16314,9.40856,13.2248,19.1262,
0,4474,-18.3897,30.4773,41.1659,50.0089,58.1718,65.0808,71.5769,77.75,85.3197,0.615148,2.1414,4.31254,7.03954,10.0996,13.3276,17.1057,23.0444,
0,2646,-13.5758,26.1729,34.9832,41.7669,48.2562,55.878,65.4266,75.0082,85.2982,0.318532,1.40558,2.96514,5.33297,8.40523,13.8059,20.2272,27.6541,
0,479,0.101604,34.7124,44.7939,59.2201,70.5591,81.5141,86.0319,90.2792,96.1056,0.71582,1.95569,5.59528,9.41207,14.2462,16.8239,19.4075,23.8855,
0,3032,21.3252,38.9907,54.1845,65.4005,74.1146,81.6874,88.2726,96.035,104.738,0.921836,3.17596,5.80889,8.86364,11.9041,15.6389,20.8067,26.732,
0,556,-4.6432,21.9712,26.8589,32.1355,38.2798,47.4874,60.5496,72.1418,90.6367,-0.206521,0.40341,1.76057,3.87268,7.76462,14.942,22.7681,36.3589,
0,4523,-18.5271,27.3512,35.6799,42.7029,48.6492,53.7794,58.6873,63.9897,70.9044,0.458982,1.52938,3.15784,5.11088,7.23443,9.85243,12.9929,18.1466,
0,1257,-14.8131,23.7143,29.871,37.5291,44.2336,50.9141,62.9343,75.6177,92.8562,0.15218,0.927739,2.82617,5.15465,7.78418,14.3073,22.6718,35.3242,
0,2441,-22.1893,37.5964,51.2607,60.4913,69.1865,75.5301,80.8694,86.2539,93.1793,0.84288,2.80826,4.96809,7.98015,10.5671,13.1749,16.9861,22.2132,
0,4033,-22.3426,24.6985,31.0912,37.9593,46.2998,57.0011,69.3134,81.9082,103.306,0.354257,1.29771,2.72405,5.79631,10.7001,17.2401,24.9622,41.5116,
0,5161,-22.7519,27.5266,35.8399,42.5558,48.4359,53.6333,58.549,63.7847,70.4391,0.498331,1.56158,3.16098,5.15122,7.28333,9.9279,13.0782,18.2598,
0,3743,-25.7109,27.0061,36.2487,44.5688,51.3674,56.7326,62.1322,69.3551,80.6961,0.479562,1.75612,3.6512,5.96932,8.09794,11.3145,15.8399,24.0563,
0,4540,-16.4118,32.8203,48.0459,59.7736,69.5332,76.8004,82.6519,88.1454,95.0326,0.674048,2.95438,5.59925,8.94258,11.9488,15.0916,18.8916,24.1466,
0,3126,-21.6119,25.6487,32.9943,39.1715,44.35,49.2002,54.525,61.3228,71.7665,0.440328,1.35483,2.95133,4.61383,6.78377,9.47671,13.9709,21.4431,
0,4543,-16.6175,23.8899,30.3819,35.5695,40.3911,45.5767,51.7644,59.8686,70.9216,0.274386,1.16106,2.30263,3.9519,6.1143,9.33697,14.4483,22.5989,
0,4528,-17.7594,29.4717,39.2211,48.4308,57.5211,65.7389,72.7271,79.5035,87.3848,0.625362,2.01281,4.18894,7.22689,10.7162,14.4312,18.8627,24.8009,
0,4537,-24.2024,29.7449,39.6846,48.0781,55.758,62.8455,70.1208,78.3735,87.2492,0.525092,1.88164,4.01875,6.3865,9.38392,13.6956,18.8251,25.5042,
0,1328,11.7122,29.6816,46.2706,56.3695,63.9987,70.6599,77.7493,82.6593,87.074,0.0845827,2.61841,4.96984,7.26624,10.2823,14.0186,17.0714,20.7399,
0,4519,-25.2622,27.8968,37.3551,45.498,52.7724,59.6406,66.6585,73.6184,81.6175,0.438268,1.78429,3.68428,6.0032,9.0406,12.773,17.2114,23.1324,
0,4522,-22.3101,34.0234,47.7547,57.8218,65.5724,71.718,76.8277,82.0778,88.6887,0.835927,2.63972,4.99915,7.64116,10.2068,12.8252,16.6223,21.0835,
0,998,-32.7578,20.9696,25.2047,28.8747,33.2894,37.4069,42.279,47.3932,52.9691,0.0070573,0.568084,1.28,2.87584,4.63164,7.29921,10.4971,14.1172,
0,1732,-37.0493,42.1158,60.1691,70.3721,79.2179,88.1721,95.5376,102.107,110.498,1.119,3.66691,6.04437,9.13032,13.0745,16.8395,21.2789,27.2611,
0,4545,-17.9438,20.6458,25.2283,29.051,32.7899,36.8349,41.1593,46.1107,53.0405,0.183318,0.788329,1.70555,2.69463,4.37552,7.01941,10.2308,15.4897,
0,1940,-23.4673,33.2773,46.5766,56.0897,63.8606,73.1487,81.0774,88.4235,94.9917,0.841716,2.70987,5.1165,7.43609,11.8511,16.1751,20.6166,25.0203,
0,2647,-17.1606,28.7283,37.7884,45.8928,52.2463,57.9213,64.0674,70.9796,79.0287,0.567826,1.78772,3.62122,5.95056,8.10936,11.8468,15.679,22.3536,
0,693,-23.4155,27.2268,35.9085,42.1866,47.6618,52.8577,57.8571,63.0738,71.4371,0.32291,1.3611,2.94308,4.62508,6.70586,9.34143,13.1062,19.1818,
0,4530,-17.0775,25.7668,33.4933,39.644,44.9129,49.8216,55.1008,61.8449,71.1215,0.339523,1.38465,2.75682,4.3702,6.47968,9.67988,13.5454,20.9739,
0,4538,-22.4942,30.4378,40.3497,48.7147,55.9642,62.8246,69.0403,74.9419,82.2303,0.643931,2.01715,3.9085,6.2148,9.22864,12.9491,16.1221,22.0526,
0,3516,-32.4265,51.1313,68.1501,79.4376,88.3994,95.6106,101.625,107.327,114.249,1.25787,3.68103,6.33577,9.35924,12.3957,15.5731,19.3699,24.5834,
0,811,1.98081,39.6136,54.9668,66.5457,73.4359,82.5203,87.3228,91.965,98.497,0.738012,3.01041,5.88479,8.2263,12.1915,14.7916,17.2834,22.4998,
