Ch,E,dT,T_0.1,T_0.2,T_0.3,T_0.4,T_0.5,T_0.6,T_0.7,T_0.8,I_0.1,I_0.2,I_0.3,I_0.4,I_0.5,I_0.6,I_0.7,I_0.8,
0,2833,-10.8004,31.2848,43.2371,52.7577,60.7976,69.8832,78.0627,87.532,96.7731,0.582599,2.28867,4.42144,7.087,11.0069,15.8363,21.6502,28.2839,
0,4526,-30.0735,24.2426,30.2021,36.6609,45.6561,59.5299,74.0713,86.4543,96.07,0.36162,1.1669,2.61038,5.68733,11.9397,20.0871,27.783,35.1717,
0,1335,36.497,40.9482,60.7466,73.9961,84.2959,92.7767,97.9775,103.386,111.123,1.01818,3.73407,6.92747,10.6423,14.0374,16.6122,20.4242,26.3564,
0,2641,18.9608,42.1677,61.1765,73.5325,82.2081,89.0579,94.7006,99.778,105.661,0.989338,3.65054,6.52778,9.56416,12.6155,15.2697,18.3885,22.8003,
0,2395,-21.481,33.3535,48.447,60.2785,70.0204,78.3394,85.0729,90.7878,97.7454,0.724908,2.91308,5.83755,9.23417,12.7589,16.4961,19.6629,24.8248,
0,3029,-15.8421,33.3145,46.3082,57.1486,66.8778,75.1894,82.1972,89.1752,97.2789,0.715314,2.61339,5.27812,8.30117,12.218,15.9912,20.46,26.4418,
0,3746,-22.7143,30.995,43.258,53.5142,64.2932,75.281,84.8513,92.8784,101.465,0.5206,2.32846,4.74843,8.50912,13.3756,18.2095,23.2597,29.913,
0,4526,-17.7454,25.4987,33.0124,39.1785,44.2612,48.7907,53.306,58.4161,65.9652,0.379005,1.4697,2.8948,4.55819,6.25958,8.89354,12.0947,17.2965,
0,1077,24.1263,32.9301,46.3671,59.7557,68.1407,76.3115,84.2663,91.4798,97.8981,0.455291,2.34369,5.49166,8.52873,12.0336,16.3708,20.7969,25.1942,
0,4538,-18.5168,26.8223,34.8609,41.4657,47.4364,52.5476,57.3325,62.5272,69.5066,0.469654,1.51333,3.12267,5.11529,7.24908,9.90476,13.0812,18.2903,
0,981,3.61079,35.4937,51.5728,60.3523,71.6628,79.7528,85.1085,90.7654,97.2902,0.623875,2.96037,5.11542,8.93209,12.2785,15.4759,18.6387,23.8256,
0,2815,-25.8289,36.7767,50.0236,58.7253,67.2551,74.6334,82.1699,90.8309,99.3924,0.899577,2.83064,4.72885,7.78959,10.8237,15.1492,20.2857,26.9017,
0,2972,-26.2799,32.9512,45.1074,56.1586,66.2221,74.6904,81.7878,88.0389,94.4231,0.601415,2.43577,5.12261,8.54177,12.0177,15.7426,20.1682,24.6163,
0,1015,-4.45992,27.5311,36.7879,44.742,51.5055,56.9219,62.6623,70.5536,79.6133,0.52965,1.70998,3.57992,5.85577,7.96624,11.187,16.292,22.8952,
0,1376,-17.8969,30.701,41.7412,50.7348,58.7088,66.4092,72.8598,78.805,85.6541,0.704681,2.18365,4.28559,6.95912,10.4543,13.6255,17.4088,22.5832,
0,4536,-18.9922,27.644,35.3726,41.8655,48.0631,54.953,64.1543,74.5983,84.4271,0.51544,1.57291,2.9532,5.28847,7.93132,13.3485,19.777,27.1517,
0,3311,-28.7231,26.4746,35.4916,43.323,50.6506,57.34,64.9327,75.2849,88.4063,0.388781,1.63091,3.52894,5.86551,8.91013,12.685,19.7797,29.4529,
0,1468,-31.8426,36.8165,49.0487,62.7499,70.5725,76.3605,81.4881,86.6911,92.5631,1.00181,2.75793,5.93061,8.58564,11.1432,13.787,16.9469,21.3601,
0,4393,-11.1795,26.0599,34.3609,41.2238,47.1178,52.5437,57.8026,63.623,70.6947,0.357595,1.45975,3.10886,5.12464,7.29107,9.93789,13.7344,18.8866,
0,3248,-26.489,24.0978,30.4311,36.5259,43.7702,52.5862,64.9451,77.9326,96.6416,0.364996,1.16722,2.57954,4.96064,8.9086,15.4597,23.7908,37.9032,
0,4534,-21.4261,28.0189,36.2426,42.8572,48.5634,54.0424,60.0839,66.9958,74.5098,0.569848,1.67552,3.06382,5.01667,7.63491,10.8977,14.7181,20.6064,
0,4545,-14.9068,25.0564,32.3441,38.7954,46.0767,55.6949,67.6225,79.3702,90.3042,0.48786,1.44785,2.8394,5.56022,9.56209,16.0633,23.745,31.9174,
0,4520,-15.5142,27.4481,36.3053,43.1351,48.7409,53.614,58.4695,64.0339,71.2749,0.446679,1.66165,3.31356,4.95874,7.0732,9.72486,13.5689,18.7991,
0,1787,-51.2855,42.3733,59.1479,70.753,81.2488,89.1753,96.5522,102.648,110.018,1.08701,3.52088,6.20325,9.88559,13.3965,17.1231,20.9106,26.8736,
0,4514,-18.4663,46.3989,64.3405,76.727,85.8752,93.4927,99.493,104.99,112.007,1.21218,3.79484,6.64149,9.63358,13.0776,16.2527,19.3905,25.3338,
0,4523,-14.574,28.5644,38.767,46.9164,53.7957,60.3253,66.6304,74.2299,83.6549,0.514591,1.8957,3.72744,6.02576,9.05907,12.2711,17.4161,24.0641,
0,2453,-13.4417,27.1735,35.9782,43.58,50.404,57.0502,62.7568,68.2445,74.9622,0.482137,1.56827,3.40359,5.75893,8.82737,11.4643,15.2767,19.7025,
0,260,32.265,29.9383,36.086,66.8121,64.9781,71.1914,75.4339,79.806,85.8605,0.519026,1.23493,10.3597,9.59974,12.5138,14.6807,17.2634,21.6928,
0,4516,-22.0623,22.6063,28.1466,32.8585,37.4397,42.2822,48.3605,55.9004,64.1188,0.210613,0.992485,1.89307,3.52082,5.69404,8.95821,13.4035,20.065,
0,329,24.8935,26.5272,49.3797,55.342,64.2494,70.8,77.8117,83.0212,86.4491,-0.332761,2.73729,4.15167,7.3047,9.86982,13.5629,17.2978,19.5488,
0,4520,-16.076,30.4569,40.7793,49.6702,57.432,64.3441,70.457,76.0176,82.5042,0.594968,1.95386,4.07253,6.74009,9.78918,12.9778,16.7894,21.2654,
0,2781,-32.4502,27.5719,35.6666,44.2501,53.4341,61.7099,70.3937,78.4926,89.5883,0.591945,1.66528,3.84375,6.90424,10.3746,15.2093,20.3185,28.5234,
0,4514,-22.9197,30.5066,41.5047,50.7639,59.2251,67.5653,76.3024,84.8689,93.7506,0.594129,2.12603,4.25969,7.28577,10.8026,15.6698,20.7651,27.3962,
0,1540,-19.9477,25.4518,33.0395,38.236,42.9408,47.456,51.5316,56.2349,62.8581,0.441815,1.5203,2.67576,3.97908,6.07819,8.1811,11.3765,15.8328,
0,1518,-43.6094,43.7076,58.2388,71.2742,81.0256,87.4318,93.694,100.797,108.48,0.710298,2.91228,6.10778,9.4661,12.0759,15.2915,19.7471,25.5942,
0,3050,-4.87541,22.3227,28.0875,32.8971,37.4765,41.8243,46.1785,51.5622,58.7009,-0.0197032,0.772126,1.68847,3.29365,4.96627,7.61358,10.8247,15.9906,
0,4527,-15.7417,23.315,29.3464,34.4272,39.2611,44.1454,49.3104,55.3576,63.7019,0.293765,1.08214,2.2248,3.88492,6.07197,8.75695,12.6064,18.5626,
0,1929,-24.1039,30.4813,42.1292,52.5124,60.7826,68.1927,74.9527,81.3603,89.7532,0.627337,2.3209,4.74741,7.40881,10.8996,14.0987,18.5527,24.4715,
0,2936,-19.4148,22.4187,28.3751,33.0157,36.8464,40.4275,44.1373,48.664,55.1625,0.242256,1.01583,2.1621,3.12142,4.78166,6.92264,9.46483,14.6943,
0,3670,-19.4218,37.9626,54.6195,69.1342,81.3109,90.2956,98.6848,105.847,113.273,0.819839,3.19991,6.83374,10.9233,14.8669,19.1544,23.5761,29.4784,
0,1199,-70.9697,47.7508,60.0849,73.9182,84.6494,93.652,102.157,108.704,115.664,0.793173,2.67571,5.76159,9.48564,13.3868,18.2067,22.0174,27.1703,
0,363,52.1485,36.6596,51.0898,59.964,67.8815,74.3458,78.3671,82.5882,87.9431,0.683375,2.80345,4.73095,7.30355,10.241,12.3211,14.798,18.5141,
0,4526,-17.1784,35.6396,50.5343,62.831,71.4523,78.7986,85.7002,91.8323,98.7595,0.794947,2.89137,5.75154,8.75155,11.7876,15.5003,19.2613,24.4262,
0,4520,-27.3795,26.6961,35.6924,44.9367,54.0426,62.7144,70.6009,78.4505,87.2669,0.29942,1.55191,3.66838,7.05615,10.5664,14.849,19.943,26.6475,
0,4405,-21.1762,24.2942,31.3735,36.9819,42.1022,47.4937,54.0171,62.7451,74.7541,0.447738,1.38076,2.49376,4.47328,6.66103,10.4682,15.6281,24.5421,
0,1701,-7.65378,42.4028,62.5737,79.1842,87.4456,94.9235,100.926,106.419,113.07,1.12049,3.89982,7.94428,10.6572,13.6691,16.7994,20.6017,25.7822,
0,1232,-11.3276,26.5133,35.0195,40.4056,45.4455,50.4959,54.8895,60.3556,67.2518,0.371939,1.6336,2.7709,4.45871,6.57067,8.6639,12.4963,17.7089,
0,1993,-2.19731,34.316,48.49,60.7937,70.3027,77.8542,83.9738,89.5955,96.6686,0.78624,2.74023,5.64738,8.98671,12.0113,15.1463,18.9181,24.0954,
0,4539,-24.3336,34.7677,45.5345,54.1564,61.6813,68.6794,75.4409,82.1377,89.7266,0.767624,2.25527,4.40677,6.74465,9.78328,13.5085,17.9842,23.1711,
0,3391,-11.3595,48.3619,64.6103,77.5395,86.9236,94.1534,100.084,105.742,112.588,1.4321,3.69047,6.79275,9.79149,13.235,16.4518,19.6237,24.8038,
0,3189,-20.9472,24.8283,32.5971,39.5882,46.0353,52.5452,60.1079,70.4401,84.122,0.199016,1.25975,2.88356,5.23846,7.8801,12.2298,18.6968,29.1543,
0,2478,-19.4645,31.429,44.6681,56.6044,65.5798,73.4135,80.1203,86.0322,93.0228,0.632134,2.45588,5.28866,8.30857,11.7898,15.5288,19.3652,24.6048,
0,2682,-28.2542,21.7773,26.087,30.3125,35.0255,40.4512,47.1536,54.7086,63.4192,-0.0220588,0.610323,1.53557,3.2445,5.43055,9.25443,13.7069,20.3866,
0,1096,-24.8719,39.5847,51.9976,66.7715,78.4607,87.0616,93.1794,99.5615,107.103,1.07781,2.74135,6.28168,10.3584,14.2748,17.482,21.3474,27.3139,
0,2122,-4.91892,37.5604,54.9709,67.4418,76.0872,83.1754,89.5332,95.068,102.466,0.874046,3.15976,6.23618,9.27918,12.3409,15.5467,19.3564,24.5927,
0,1458,20.5659,43.7784,65.4038,78.5028,89.7861,97.3465,103.495,108.738,114.907,0.91763,4.04024,7.14364,10.8144,14.2988,17.4515,20.5804,25.0198,
0,1918,61.5765,51.4141,69.5525,81.2956,89.8933,96.5463,101.549,106.645,113.111,1.51576,3.99637,6.87832,9.54611,12.5516,15.1786,18.3418,23.5366,
0,4523,-18.0895,24.4616,31.2928,37.1469,43.2918,50.8725,60.2365,72.202,85.0859,0.348383,1.282,2.69718,4.74597,7.82639,13.2466,21.0053,30.6988,
0,2264,-18.8053,32.0183,46.5102,57.6759,67.4897,75.6491,82.3764,88.486,95.6411,0.776665,2.7987,5.37021,8.75251,12.2327,15.9478,19.7571,24.9236,
0,488,82.3184,33.7751,46.435,58.5905,65.8682,70.0822,75.5554,80.5179,85.8247,0.554713,2.35096,5.25299,7.57236,9.66833,12.3546,15.4963,19.1673,
0,4525,-23.6234,32.9237,45.4822,55.2993,63.2084,70.7374,78.2011,85.5086,93.3261,0.677348,2.47262,4.83737,7.54928,10.6064,14.89,19.3732,25.2809,
0,4521,-19.7747,25.1328,32.1989,37.5825,42.098,46.2651,50.5116,55.5049,62.7593,0.446641,1.39857,2.52633,4.16285,5.8954,8.01205,11.2023,16.3946,
0,1553,6.12956,40.8291,58.1273,69.0331,78.8536,87.9852,93.4253,99.0386,105.056,1.03017,3.52987,6.20242,9.26801,13.1126,16.2477,20.0953,24.5436,
0,2098,-18.3752,21.3094,25.9519,29.592,33.0226,36.6168,40.9492,45.9581,53.1689,0.283045,0.75329,1.57541,2.88105,4.19011,6.28014,9.42337,15.355,
0,4514,-27.3311,22.4107,27.0678,31.505,36.6318,43.0215,50.7537,61.968,75.9584,0.152686,0.792601,1.72745,3.40757,6.48971,10.2916,17.3602,27.7501,
0,3767,-22.1521,25.993,33.056,39.2835,46.9121,56.3816,68.1721,80.4076,91.8222,0.374847,1.42888,2.87252,5.25509,9.65661,16.2284,23.9236,32.0721,
0,2755,4.48319,46.1052,65.1355,78.3942,88.3287,95.5324,101.561,106.909,113.295,1.40524,4.15182,7.30518,10.6395,13.6786,16.8559,19.9857,25.1668,
0,1951,23.8144,38.0203,53.5672,65.6748,75.4772,84.4921,92.3626,100.264,110.2,0.916037,3.07968,5.99574,9.3503,13.2728,17.5508,22.702,30.1895,
0,1570,-64.5576,41.5909,54.7547,66.2641,76.2924,83.6579,90.6063,97.6002,104.717,1.07978,2.83757,5.7273,9.10925,12.1549,15.8789,20.3275,25.44,
0,2728,-10.4264,36.4645,53.3139,66.4751,76.584,85.0547,92.4251,98.7188,105.546,0.791695,3.20427,6.31928,9.6948,13.6476,17.4011,21.1895,26.3375,
0,2223,-16.1556,26.7748,34.6169,40.8136,46.3382,51.6056,57.1205,63.4443,71.6409,0.356317,1.40179,2.77939,4.72711,6.90331,10.1108,13.9621,19.918,
0,3734,-25.322,38.4803,53.5281,66.5684,76.5304,84.5486,91.7873,98.1544,105.427,0.963912,3.11665,6.21065,9.593,13.0492,16.7992,21.2135,26.4371,
0,4529,-18.8073,29.9844,40.842,50.9715,59.556,67.56,74.6649,80.9395,88.3262,0.559386,2.06544,4.40339,7.42251,10.8936,14.6215,18.3938,24.305,
0,4527,-24.1003,33.5449,47.3692,58.9959,69.4986,78.192,85.2029,91.6448,98.8532,0.722677,2.69826,5.31594,9.02984,12.9555,16.7166,20.5245,25.6912,
0,2536,-17.7275,23.0267,29.1042,35.7904,43.1417,50.8762,59.3451,69.7224,82.3835,0.0773537,0.916886,2.35295,5.06215,8.12793,12.9872,19.4029,29.1102,
0,4506,-23.123,27.6032,36.0663,42.9069,50.0765,58.2805,67.7817,78.3709,88.7619,0.439393,1.67033,3.06149,5.77878,9.33299,14.179,21.2354,28.6236,
0,2732,-6.07137,27.6268,36.5889,43.7704,50.0485,55.4032,60.4841,65.8268,73.8761,0.427186,1.59007,3.22916,5.52605,7.7057,10.3629,13.5155,19.4671,
0,4527,-11.6881,22.7001,29.1376,34.2733,39.1382,45.0586,53.611,67.2431,86.5508,0.317159,1.233,2.3851,4.07053,6.75518,11.1246,20.2198,34.3887,
0,363,-86.8917,48.7178,64.0933,69.7769,75.5533,80.1541,89.6364,95.3894,102.511,0.873999,3.14347,4.13597,6.25472,8.25496,13.4415,17.2644,22.5134,
0,4502,-18.8984,34.3689,48.5643,60.3444,69.5433,77.6011,84.1971,90.0779,97.0677,0.782483,2.77218,5.64204,8.67343,12.1534,15.8816,19.7138,24.9553,
0,1278,-17.3358,23.1698,29.1732,33.7622,38.0226,42.0934,45.919,50.2805,56.8873,0.493906,1.26292,2.17478,3.81376,5.53847,7.11869,10.257,14.7533,
0,4522,-18.8555,33.2973,44.8174,54.4263,62.068,68.0073,73.2776,78.7247,85.406,0.758135,2.29978,4.64296,7.33751,9.9568,12.6415,15.805,20.9873,
0,2605,-16.9357,32.1818,43.9581,54.2489,63.6062,71.6021,78.7115,87.1661,97.1053,0.583104,2.08222,4.72295,7.79809,11.2444,14.9971,20.7726,28.2554,
0,4527,-15.542,29.8679,41.0315,51.558,61.6985,69.9719,77.3182,84.217,92.1187,0.541819,2.21423,4.65001,8.01592,11.4743,15.7331,20.2099,26.1767,
0,2965,-22.6532,21.953,27.6547,32.5841,37.0238,41.069,45.2493,50.2049,56.7792,0.24135,0.976511,2.10012,3.73822,5.47743,7.63206,10.849,15.285,
0,4511,-28.6924,23.7232,29.9246,36.502,44.3474,53.9945,65.6149,78.1677,95.2174,0.302214,1.06789,2.71292,5.44032,9.40426,15.8926,24.2729,36.9711,
0,2950,-24.5482,26.9954,34.9872,42.5613,49.0233,54.3626,59.0655,63.8892,70.7293,0.368162,1.38609,3.26507,5.59057,7.76616,10.4226,12.9512,18.1461,
0,4516,-22.4368,28.1322,36.8848,43.9738,50.4237,57.5047,65.4638,73.276,81.8227,0.584936,1.66955,3.2506,5.5741,8.63787,12.9573,18.0585,23.995,
0,4512,70.2477,31.6731,43.1966,53.6254,63.5371,73.9471,84.0442,92.3737,100.093,0.593338,2.29043,4.6732,8.09299,12.4588,18.3839,23.4925,29.4333,
0,534,94.116,30.7905,49.3472,58.5681,66.3414,83.4038,89.0911,93.1153,102.192,0.566415,3.11604,5.26017,7.93898,15.4779,18.5762,21.1331,27.9765,
0,4549,-18.2153,27.9244,35.6431,41.942,48.0087,55.4335,64.9485,77.5406,89.8662,0.566253,1.58186,2.95742,5.29202,8.42749,13.2848,21.6291,30.5012,
0,4579,-21.8781,24.1101,30.9455,36.4673,41.0849,45.5962,50.5331,56.567,64.1672,0.408179,1.20235,2.54211,4.19401,5.91937,8.58434,12.406,18.3477,
0,4198,-21.0335,26.7417,34.6701,42.8842,52.3741,64.0008,75.3598,86.1108,96.8451,0.442531,1.52926,3.4173,6.83204,12.1663,18.1719,25.2153,32.6284,
0,1084,-10.8908,21.8373,27.6966,32.5468,36.5559,40.4568,44.4315,49.4993,56.0935,-0.0843156,0.675126,1.76303,3.05203,4.72333,6.86559,10.0314,15.2506,
0,1167,-2.15123,32.7306,48.6721,59.6957,67.3151,74.1217,80.1412,85.0759,90.7979,0.516098,2.86059,5.45229,8.0903,11.1713,14.3658,17.545,21.2601,
0,4544,-22.1572,27.0983,35.0643,41.1078,46.7874,52.599,58.1778,64.0252,71.4095,0.55828,1.66263,3.07154,4.74449,7.32246,10.5212,14.3699,19.6,
0,836,-13.8766,30.3552,41.4569,53.3795,65.9721,73.312,80.0502,85.8952,91.93,0.708629,2.28577,5.22403,9.15575,12.6161,16.3185,19.4614,23.8517,
0,1486,-25.0333,21.3213,25.4061,28.9585,32.3401,35.7603,39.5335,44.2452,51.0191,0.27883,0.75947,1.39048,2.67071,3.91979,5.99608,9.20699,14.4416,
0,1396,-18.795,39.1569,51.1427,61.6271,69.6959,76.2808,81.8466,87.2315,93.2623,0.816806,2.54895,4.88612,7.55275,10.5824,13.2309,16.9944,21.4391,
0,4520,-14.6369,41.568,57.4381,69.3061,77.486,83.9684,89.6384,95.2266,102.087,1.0277,3.26494,6.12273,8.79912,11.3636,14.5134,18.3127,23.5517,
0,1598,23.8144,24.358,32.8099,40.7538,48.7333,55.2714,61.1557,66.5227,71.6382,-0.279622,0.814317,2.7046,5.34678,8.39339,11.589,14.7642,18.3798,
0,2232,-21.4072,24.0999,30.473,36.05,41.7772,47.9992,55.9719,65.6278,78.4241,0.388647,1.17208,2.59573,4.25936,6.85131,11.1633,17.5366,27.2028,
0,4544,-21.2986,25.425,32.7165,39.1955,45.3858,51.2573,57.6033,64.8488,74.2765,0.435235,1.35788,3.00611,5.01018,7.63463,10.8547,15.3176,22.7571,
0,626,37.493,24.2415,32.6378,40.8494,47.8929,52.9221,56.7661,60.1843,63.3014,-0.824502,0.227817,2.14212,4.47842,6.53759,8.59714,11.0498,13.2058,
0,4519,-17.2246,27.3518,35.4383,41.8403,48.8705,57.8599,69.2493,83.5898,101.407,0.523451,1.59719,2.97165,5.31838,9.26634,15.7759,24.8148,38.2763,
0,3129,-4.59816,37.1867,53.8034,66.2161,74.6709,81.3846,87.2248,93.6431,103.434,0.922112,3.14314,6.23486,8.89706,11.9322,15.1424,18.9736,26.4289,
0,4508,-35.7854,23.4175,28.6198,34.1068,40.5067,48.4183,57.5243,69.0323,83.6306,0.315089,0.94604,2.37999,4.42031,7.96017,12.8171,20.5814,31.0512,
0,4538,-21.5855,32.3501,45.0702,54.6552,62.7842,68.6181,73.5213,78.8374,85.9357,0.730297,2.58887,4.72768,7.38539,9.9167,12.547,15.7045,20.8708,
0,3095,-19.0037,23.8493,30.9191,36.7281,42.3186,48.4058,56.1048,66.8687,79.0873,0.334564,1.20083,2.55365,4.55472,7.17332,11.5522,17.9773,27.6298,
0,4346,-13.0761,29.7715,39.9296,48.5863,56.2941,63.512,70.5507,77.5672,86.2697,0.443093,1.78755,3.89092,6.57664,9.64722,13.3782,17.8323,24.5187,
0,1393,-22.944,25.184,33.473,43.6225,54.0619,64.9404,77.3406,91.2273,103.437,0.237631,1.38797,3.78305,7.55819,12.0126,19.0442,28.0575,36.9648,
0,266,-63.0626,35.1876,64.4029,71.3117,77.1834,84.6226,94.7533,98.089,104.691,1.37738,3.75946,5.29447,7.36319,10.4082,15.4595,18.1247,22.518,
0,4508,-29.9647,25.7428,33.4896,40.6008,47.8605,57.0433,68.164,81.327,95.833,0.335613,1.40861,3.03162,5.38631,9.80971,15.8356,24.2354,34.648,
0,2937,-24.751,30.2141,40.9944,49.5454,56.7996,62.4307,67.1822,71.9995,78.4715,0.585031,1.96817,4.05952,6.36295,8.90866,11.5635,14.0922,19.2636,
0,610,-91.5362,57.6508,75.5987,85.8009,92.3994,97.3285,101.959,109.509,115.51,1.95662,4.75701,7.10543,9.39229,11.546,13.6923,18.8321,23.1314,
0,4528,-19.5804,35.5306,49.0107,60.4584,70.6261,78.5179,84.9175,90.6296,97.5903,0.798133,2.76529,5.43246,8.8217,12.2779,15.446,19.1962,24.3929,
0,3505,-22.3661,32.3793,43.543,53.8354,63.3758,71.8923,78.9166,85.543,93.5737,0.699168,2.2494,4.60554,7.98408,11.4563,15.1437,19.5677,25.5062,
0,1622,-12.8464,27.8386,36.6993,43.7862,50.7184,57.1636,62.4491,67.3236,73.8204,0.457895,1.65763,3.27523,5.60767,8.64426,11.2661,14.4476,18.8988,
0,2025,-14.183,31.2872,42.2454,52.8777,61.3307,69.3883,75.9959,82.7791,89.798,0.695954,2.25658,4.61538,7.64804,11.1472,14.3375,18.7344,23.8687,
0,2024,-30.364,33.8928,45.2775,54.9767,63.6531,71.2128,77.8976,84.2715,91.4545,0.575904,2.25819,4.37257,7.38086,10.8584,14.0625,18.4884,23.6816,
0,1550,-14.6831,27.5482,35.3118,43.5627,49.7146,54.7914,60.2414,65.9013,72.3529,0.560569,1.66849,3.58628,5.53062,7.66072,10.8382,13.9692,19.1725,
0,7931,-91.5771,38.3127,52.7666,64.6329,74.6174,82.5232,88.5927,94.1092,100.862,0.936847,2.89313,5.76169,9.12098,12.5814,15.7453,19.5577,24.0137,
0,4556,-15.6504,26.6283,34.782,41.8594,47.6881,53.5305,59.945,66.77,74.5589,0.536889,1.58288,3.19372,5.13765,7.73326,10.9309,15.3504,21.258,
0,1329,7.25903,28.7936,39.6738,50.3167,59.9979,67.1336,72.3748,77.5415,85.4666,0.358873,1.81612,4.45729,7.51527,10.9178,13.5617,16.7212,22.6843,
0,3579,-6.42865,39.8487,54.2468,64.5913,71.6734,77.6353,85.4579,96.7702,111.882,0.863231,2.96431,5.34033,7.63959,10.2239,14.5783,21.655,32.7846,
0,2820,-25.3526,21.5344,26.8858,31.1691,34.9791,38.5151,42.3081,47.0323,53.7864,0.264963,0.853475,1.98046,2.92748,4.57565,6.70943,9.93241,14.403,
0,2308,-16.5913,23.8334,30.9006,36.697,41.4195,46.0168,51.4009,58.4382,68.3966,0.356422,1.24651,2.59176,4.21018,6.39073,9.11024,13.6135,21.0614,
0,3383,-16.1508,33.7185,48.6123,60.4711,69.9272,77.6057,84.14,90.3076,97.3532,0.696107,2.81598,5.65839,8.68523,12.1423,15.8733,19.7075,24.9061,
0,4463,-13.6005,22.557,28.8562,34.3135,39.6788,45.2663,52.0146,60.7261,72.3482,0.167945,0.9308,2.30039,3.94973,6.56442,10.3847,15.5168,24.4639,
0,1686,-24.9157,19.8907,23.5768,26.647,29.5646,32.7205,36.3403,41.4185,48.8489,0.239614,0.635586,1.25906,2.20643,3.45644,5.57546,8.81669,13.9865,
0,3217,-19.2017,23.6261,29.9406,35.4705,41.2444,47.0803,53.0915,60.0791,70.1474,0.352932,1.09479,2.475,4.47712,7.10335,10.3614,14.8704,22.3907,
0,2578,-11.6397,27.8627,37.4509,45.8652,53.4679,61.9013,71.0413,78.8304,87.0041,0.422436,1.75619,3.65212,6.30113,9.84336,15.2305,19.6655,26.3476,
0,4493,-17.0972,34.0938,46.7951,56.2244,64.0327,70.6575,76.866,83.2953,90.7191,0.758698,2.41346,4.79902,7.50519,10.1133,13.2969,17.7238,22.9186,
0,2829,-14.1788,33.899,48.3891,58.9424,67.2756,73.7494,80.089,87.7007,95.7619,0.731184,2.83345,5.1982,8.18268,10.7795,14.5339,19.0265,24.9099,
0,2012,-9.56516,36.2237,48.4596,58.4572,66.6527,73.3694,78.626,83.4742,90.0094,0.783112,2.50324,4.85605,7.52512,10.5259,13.141,16.3029,21.5213,
0,4527,-11.7107,21.2924,26.5185,30.941,35.1624,39.5935,44.5525,50.8221,59.8268,0.222047,0.853685,1.72341,3.34973,5.07909,7.74323,11.5577,18.2269,
0,975,79.2172,27.7577,36.4951,46.8867,54.1075,61.296,67.0267,72.3953,77.7883,0.264315,1.50294,3.83118,6.54288,9.52078,12.7768,15.9293,19.5936,
0,3368,-19.1293,30.2761,42.0634,52.0434,60.6762,68.8998,76.2835,83.504,92.8664,0.602789,2.32151,4.73466,7.4502,10.9336,15.1818,19.6738,26.3506,
0,1169,-22.6913,30.0542,40.3978,48.4792,55.0173,61.9027,67.0295,72.0935,79.0156,0.824006,2.14767,4.04484,6.40378,9.03451,12.1694,15.3961,20.661,
0,1214,-57.8569,45.5215,63.214,73.7119,83.7453,90.7438,97.6954,103.879,112.592,1.05628,3.60852,6.00375,9.29048,12.3063,16.0404,19.8067,26.4701,
0,2783,-28.2031,25.9638,33.3543,39.4375,44.4493,48.731,52.721,57.4789,64.7246,0.518072,1.55696,2.95063,4.60275,6.27167,8.35298,11.5232,16.7319,
0,4508,-16.8122,24.8773,32.0406,37.9428,43.2152,48.2629,53.8689,60.9893,69.6931,0.430858,1.48129,2.62403,4.59097,6.76398,9.44769,13.8812,20.5301,
0,4519,-13.7755,27.5141,36.6327,44.7409,52.941,61.9999,70.6123,79.0467,86.5583,0.479849,1.68692,3.56937,6.23543,10.1459,14.9653,20.7074,25.8999,
0,2537,-25.0654,38.6129,53.3137,66.9009,77.187,85.7593,94.1749,101.804,109.14,0.891775,3.05746,6.13722,9.8779,13.3859,18.2082,22.6631,28.5634,
0,4526,-12.5358,27.7105,36.553,43.8844,50.1563,55.2724,60.1754,65.6974,72.9398,0.535925,1.73379,3.35333,5.66335,7.82596,10.5066,13.6895,18.8589,
0,4012,-28.0591,33.7733,45.0946,53.8374,61.501,68.1256,74.4448,81.0065,89.1926,0.704404,2.33985,4.24587,6.89812,9.94875,13.1582,17.6575,23.6277,
0,4516,-21.268,25.2681,32.6644,39.6565,46.5731,54.327,62.5842,70.4952,80.1094,0.398785,1.34012,2.96903,5.30985,8.83389,13.127,18.2178,25.6888,
0,4107,-17.3593,24.4767,31.3037,37.6127,44.4361,52.0017,61.7037,72.5357,85.4623,0.372129,1.30284,2.70574,5.07128,8.60355,13.5143,20.57,30.241,
0,1530,-32.6304,48.7718,66.5986,80.6754,89.9873,97.7293,103.641,109.034,115.088,1.27459,3.86812,7.22955,10.207,13.6712,16.8121,20.6173,25.1107,
0,3124,-26.9309,25.7126,34.4496,42.7635,51.6145,61.3141,73.6825,86.4108,99.6145,0.216897,1.46281,3.36702,6.39043,10.8303,17.3558,25.7431,35.3884,
0,4530,-25.6161,23.6258,29.9939,36.7129,45.2262,54.5254,66.5994,80.8138,96.9313,0.2016,0.981336,2.59495,5.68613,9.64874,16.1814,25.1834,37.0489,
0,929,-4.57833,21.3339,27.3368,30.993,34.2801,37.3552,40.858,45.0685,52.9041,0.080005,0.853733,1.47311,2.71223,4.01618,5.54635,8.75581,14.0144,
0,3392,-17.0207,32.6213,45.9061,57.0616,67.1508,75.8012,83.7621,91.2973,98.7938,0.674411,2.47354,5.37777,8.80431,12.2907,16.5596,21.6417,26.797,
